recipe_title,original_line,ingredient_name,quantity,unit
Spicy Chicken Thick Gravy Recipe without Coconut Milk (KETO),-----For Chicken Curry-----,-----,1,piece
Spicy Chicken Thick Gravy Recipe without Coconut Milk (KETO),Ginger paste - ¾ tablespoon,ginger paste - ¾ tablespoon,1,piece
Spicy Chicken Thick Gravy Recipe without Coconut Milk (KETO),Mustard seeds - ½ teaspoon,mustard seeds - ½ teaspoon,1,piece
Spicy Chicken Thick Gravy Recipe without Coconut Milk (KETO),Water - 150ml,water - 150ml,1,piece
Spicy Chicken Thick Gravy Recipe without Coconut Milk (KETO),-----For Curry Powder-----,-----,1,piece
Spicy Chicken Thick Gravy Recipe without Coconut Milk (KETO),Coriander seeds - 1 tablespoon,coriander seeds - 1 tablespoon,1,piece
Spicy Chicken Thick Gravy Recipe without Coconut Milk (KETO),Cumin seeds - ¼ tablespoon,cumin seeds - ¼ tablespoon,1,piece
Spicy Chicken Thick Gravy Recipe without Coconut Milk (KETO),Cardamom - 5,cardamom - 5,1,piece
Spicy Chicken Thick Gravy Recipe without Coconut Milk (KETO),Crushed cinnamon - 1 tablespoon,crushed cinnamon - 1 tablespoon,1,piece
Spicy Beef Oxtail Curry Recipe without Wine or Coconut (KETO),Ginger paste - ½ tablespoon,ginger paste - ½ tablespoon,1,piece
Spicy Beef Oxtail Curry Recipe without Wine or Coconut (KETO),Mustard seeds - ½ teaspoon,mustard seeds - ½ teaspoon,1,piece
Spicy Beef Oxtail Curry Recipe without Wine or Coconut (KETO),Water - As you want,water - as you want,1,piece
Easy Chicken Spring Roll Recipe Step by Step with Pictures,Spring roll paper - 40 sheets,spring roll paper - 40 sheets,1,piece
Easy Chicken Spring Roll Recipe Step by Step with Pictures,Cardamom - 3 or 4,cardamom - 3 or 4,1,piece
Easy Chicken Spring Roll Recipe Step by Step with Pictures,Crushed cinnamon - ¾ teaspoon,crushed cinnamon - ¾ teaspoon,1,piece
Easy Chicken Spring Roll Recipe Step by Step with Pictures,Mustard seeds - ¼ teaspoon,mustard seeds - ¼ teaspoon,1,piece
Easy Chicken Spring Roll Recipe Step by Step with Pictures,Water - 100ml,water - 100ml,1,piece
Meen Theeyal Recipe | Whole Fish Dish without Coconut,Fenugreek seeds - ½ teaspoon,fenugreek seeds - ½ teaspoon,1,piece
Meen Theeyal Recipe | Whole Fish Dish without Coconut,Thin tamarind juice - 200ml,thin tamarind juice - 200ml,1,piece
Meen Theeyal Recipe | Whole Fish Dish without Coconut,Water - As you need,water - as you need,1,piece
How To Make Kothu Roti At Home | Easy Beef Koththu Parotta Recipe,Parotta/Roti - 15 (Each Roti is about 15cm diameter),parotta/roti - 15,1,piece
How To Make Kothu Roti At Home | Easy Beef Koththu Parotta Recipe,Eggs - 7,eggs - 7,1,piece
Make Beef Rolls Recipe Homemade | Crispy | Sri Lankan,Lemon - ½,lemon - ½,1,piece
Make Beef Rolls Recipe Homemade | Crispy | Sri Lankan,Breadcrumbs - 250g,breadcrumbs - 250g,1,piece
Make Beef Rolls Recipe Homemade | Crispy | Sri Lankan,Spring roll wrapper - 50 (6” or 150mm square sheet),spring roll wrapper - 50 6” or 150mm square sheet,1,piece
Best & Simple Chicken Fry Recipe with Pictures (Yummy),Water - 100ml,water - 100ml,1,piece
Best Chicken Kottu Roti Recipe | Sri Lankan Kothu Parotta Homemade,-----For Chicken Curry-----,-----,1,piece
Best Chicken Kottu Roti Recipe | Sri Lankan Kothu Parotta Homemade,Ginger paste - ½ tablespoon,ginger paste - ½ tablespoon,1,piece
Best Chicken Kottu Roti Recipe | Sri Lankan Kothu Parotta Homemade,Cardamom - 4,cardamom - 4,1,piece
Best Chicken Kottu Roti Recipe | Sri Lankan Kothu Parotta Homemade,Crushed cinnamon - ½ tablespoon,crushed cinnamon - ½ tablespoon,1,piece
Best Chicken Kottu Roti Recipe | Sri Lankan Kothu Parotta Homemade,Mustard seeds - ½ teaspoon,mustard seeds - ½ teaspoon,1,piece
Best Chicken Kottu Roti Recipe | Sri Lankan Kothu Parotta Homemade,Water - 500ml,water - 500ml,1,piece
Best Chicken Kottu Roti Recipe | Sri Lankan Kothu Parotta Homemade,-----For Kottu Roti-----,-----,1,piece
Best Chicken Kottu Roti Recipe | Sri Lankan Kothu Parotta Homemade,Parotta/Paratha Roti - 20,parotta/paratha roti - 20,1,piece
Best Chicken Kottu Roti Recipe | Sri Lankan Kothu Parotta Homemade,Eggs - 10,eggs - 10,1,piece
Sri Lankan Fish Sothi Recipe with Tomato | KETO | Simple Meen Sothi,Fenugreek seeds - ¼ teaspoon,fenugreek seeds - ¼ teaspoon,1,piece
Easy Chicken and Egg Soup Recipe with Cornstarch (No Broth),Cornstarch - 150g,cornstarch - 150g,1,piece
Easy Chicken and Egg Soup Recipe with Cornstarch (No Broth),Water - 4 liters,water - 4 liters,1,piece
Shredded Chicken Fried Noodles with Vegetables Recipe,Noodles - 400g,noodles - 400g,1,piece
Shredded Chicken Fried Noodles with Vegetables Recipe,Cabbage - 75g,cabbage - 75g,1,piece
Shredded Chicken Fried Noodles with Vegetables Recipe,Ginger paste - ¼ teaspoon,ginger paste - ¼ teaspoon,1,piece
Shredded Chicken Fried Noodles with Vegetables Recipe,Cardamom - 3 to 5,cardamom - 3 to 5,1,piece
Shredded Chicken Fried Noodles with Vegetables Recipe,Crushed cinnamon - ¾ teaspoon,crushed cinnamon - ¾ teaspoon,1,piece
Spicy Tinned Fish Sandwich Toast Recipe with Potato Masala,Mustard seeds - ½ teaspoon,mustard seeds - ½ teaspoon,1,piece
Spicy Tinned Fish Sandwich Toast Recipe with Potato Masala,Water - 100ml,water - 100ml,1,piece
Squid Ink Sodhi Recipe Sri Lanka (Kanava/Cuttlefish Ink),Squid ink - 3 or 4 portions,squid ink - 3 or 4 portions,1,piece
Squid Ink Sodhi Recipe Sri Lanka (Kanava/Cuttlefish Ink),Water - 700ml,water - 700ml,1,piece
Squid Ink Sodhi Recipe Sri Lanka (Kanava/Cuttlefish Ink),Fenugreek seeds - ¼ teaspoon,fenugreek seeds - ¼ teaspoon,1,piece
Best Tin Fish Curry Recipe without Potatoes (Easy & Spicy),Thin tamarind juice - 150ml,thin tamarind juice - 150ml,1,piece
Best Tin Fish Curry Recipe without Potatoes (Easy & Spicy),Mustard seeds - ¼ teaspoon,mustard seeds - ¼ teaspoon,1,piece
Best Tin Fish Curry Recipe without Potatoes (Easy & Spicy),Fenugreek seeds - 2 or 3 pinch,fenugreek seeds - 2 or 3 pinch,1,piece
Tasty Chicken Samosa Recipe with Step by Step Pics | Homemade,Spring roll paper - 20 sheets,spring roll paper - 20 sheets,1,piece
Tasty Chicken Samosa Recipe with Step by Step Pics | Homemade,Mustard seeds - ¼ teaspoon,mustard seeds - ¼ teaspoon,1,piece
Tasty Chicken Samosa Recipe with Step by Step Pics | Homemade,Crushed cinnamon - ¾ teaspoon,crushed cinnamon - ¾ teaspoon,1,piece
Tasty Chicken Samosa Recipe with Step by Step Pics | Homemade,Cardamom - 3 or 4,cardamom - 3 or 4,1,piece
Tasty Chicken Samosa Recipe with Step by Step Pics | Homemade,Water - 100ml,water - 100ml,1,piece
Spicy Egg Curry Recipe for Rice | Simple Muttai Kuzhambu,Eggs - 3,eggs - 3,1,piece
Spicy Egg Curry Recipe for Rice | Simple Muttai Kuzhambu,Thin tamarind juice - 100ml,thin tamarind juice - 100ml,1,piece
Spicy Egg Curry Recipe for Rice | Simple Muttai Kuzhambu,Fenugreek seeds - ½ teaspoon,fenugreek seeds - ½ teaspoon,1,piece
"Best Chicken Fried Rice Recipe without Egg, Peas, & Soy Sauce",Basmati rice - 400g,basmati rice - 400g,1,piece
"Best Chicken Fried Rice Recipe without Egg, Peas, & Soy Sauce",Ginger paste - ¼ teaspoon,ginger paste - ¼ teaspoon,1,piece
"Best Chicken Fried Rice Recipe without Egg, Peas, & Soy Sauce",Cinnamon - 4 to 6,cinnamon - 4 to 6,1,piece
"Best Chicken Fried Rice Recipe without Egg, Peas, & Soy Sauce",Crushed cardamom - ½ teaspoon,crushed cardamom - ½ teaspoon,1,piece
Easy Pork Curry with Coconut Milk Recipe (Spicy & Tasty),Water - 400ml,water - 400ml,1,piece
Easy Pork Curry with Coconut Milk Recipe (Spicy & Tasty),Mustard seeds - ¼ teaspoon,mustard seeds - ¼ teaspoon,1,piece
Whole Fish Fry with Bread Crumbs Recipe | Deep Fry Meen Poriyal,Thin tamarind juice - 100ml,thin tamarind juice - 100ml,1,piece
Whole Fish Fry with Bread Crumbs Recipe | Deep Fry Meen Poriyal,Water - As you need (I used 150ml),water - as you need i used 150ml,1,piece
Whole Fish Fry with Bread Crumbs Recipe | Deep Fry Meen Poriyal,Breadcrumbs - As you need (I used 100g),breadcrumbs - as you need i used 100g,1,piece
How To Make Spicy Crab Curry Recipe (Easy & Tasty Nandu Kuzhambu),Crab - 700g (Before clean),crab - 700g before clean,1,piece
How To Make Spicy Crab Curry Recipe (Easy & Tasty Nandu Kuzhambu),Fenugreek Seeds - ¾ teaspoon,fenugreek seeds - ¾ teaspoon,1,piece
How To Make Spicy Crab Curry Recipe (Easy & Tasty Nandu Kuzhambu),Thin tamarind juice - 200ml,thin tamarind juice - 200ml,1,piece
How To Make Jaffna Odiyal Kool At Home (Spicy Seafood Soup),Cuttlefish/Squid - 250g,cuttlefish/squid - 250g,1,piece
How To Make Jaffna Odiyal Kool At Home (Spicy Seafood Soup),Prawn/Shrimp - 250g,prawn/shrimp - 250g,1,piece
How To Make Jaffna Odiyal Kool At Home (Spicy Seafood Soup),Crab - 500g,crab - 500g,1,piece
How To Make Jaffna Odiyal Kool At Home (Spicy Seafood Soup),Tapioca - 350g,tapioca - 350g,1,piece
How To Make Jaffna Odiyal Kool At Home (Spicy Seafood Soup),Jackfruit seeds - 200g,jackfruit seeds - 200g,1,piece
How To Make Jaffna Odiyal Kool At Home (Spicy Seafood Soup),Brown rice - 100g,brown rice - 100g,1,piece
How To Make Jaffna Odiyal Kool At Home (Spicy Seafood Soup),Thin tamarind juice - 600ml,thin tamarind juice - 600ml,1,piece
How To Make Jaffna Odiyal Kool At Home (Spicy Seafood Soup),Water - 2000ml,water - 2000ml,1,piece
Fish Curry Without Tamarind And Chili Powder (Sprat Fish Sothi With Tomatoes),Water - 150ml,water - 150ml,1,piece
Fish Curry Recipe Without Tomato And Oil (Healthy & Easy Cooking),Fenugreek seeds - ¼ teaspoon,fenugreek seeds - ¼ teaspoon,1,piece
Fish Curry Recipe Without Tomato And Oil (Healthy & Easy Cooking),Tamarind juice - 150ml,tamarind juice - 150ml,1,piece
Easy Fish Egg Fry Recipe Sri Lankan | Grey Mullet Fish Egg Fry,Water - 300ml,water - 300ml,1,piece
Good Whole Roast Chicken Recipe Sri Lankan Style With Lime Garlic,Ginger paste - ¾ tablespoon,ginger paste - ¾ tablespoon,1,piece
Whole Baby Squid Recipe | Spicy Baby Calamari Curry With Coconut,Baby squid/calamari - 250g,baby squid/calamari - 250g,1,piece
Whole Baby Squid Recipe | Spicy Baby Calamari Curry With Coconut,Thin tamarind juice - 100ml,thin tamarind juice - 100ml,1,piece
Whole Baby Squid Recipe | Spicy Baby Calamari Curry With Coconut,Ginger paste - ½ teaspoon,ginger paste - ½ teaspoon,1,piece
Whole Baby Squid Recipe | Spicy Baby Calamari Curry With Coconut,Fenugreek seeds - ¼ teaspoon,fenugreek seeds - ¼ teaspoon,1,piece
Thick & Spicy Potato Curry for Chapathi (with Maldives Dry Fish),Mustard seeds - ¼ teaspoon,mustard seeds - ¼ teaspoon,1,piece
Deviled Beef Recipe Sri Lanka | Easy & Tasty Beef Fry,Ordinary vinegar - 3 tablespoons,ordinary vinegar - 3 tablespoons,1,piece
Deviled Beef Recipe Sri Lanka | Easy & Tasty Beef Fry,Water - As you need (I used 130ml),water - as you need i used 130ml,1,piece
Spicy Dried Sprats Curry Recipe | Nethili Karuvadu Kuzhambu,Dried sprats - 50g,sprats - 50g,1,piece
Spicy Dried Sprats Curry Recipe | Nethili Karuvadu Kuzhambu,Thin tamarind juice - 50ml,thin tamarind juice - 50ml,1,piece
Spicy Dried Sprats Curry Recipe | Nethili Karuvadu Kuzhambu,Mustard seeds - ¼ teaspoon,mustard seeds - ¼ teaspoon,1,piece
Spicy Dried Sprats Curry Recipe | Nethili Karuvadu Kuzhambu,Fenugreek seeds - ¼ teaspoon,fenugreek seeds - ¼ teaspoon,1,piece
Sri Lankan Spicy Mutton Curry Recipe without Tomato (KETO),Crushed ginger - 1 ½ tablespoon,crushed ginger - 1 ½ tablespoon,1,piece
Sri Lankan Spicy Mutton Curry Recipe without Tomato (KETO),Fenugreek Seeds - 1 ½ teaspoon,fenugreek seeds - 1 ½ teaspoon,1,piece
Tasty Prawn Varai Recipe | Unique Shrimp (Eral) Dish | KETO,Water - 50ml,water - 50ml,1,piece
Easy Chicken Stew with Potatoes Recipe | Spicy | Healthy,Cumin seeds - ½ teaspoon,cumin seeds - ½ teaspoon,1,piece
Easy Chicken Stew with Potatoes Recipe | Spicy | Healthy,Mustard seeds - ¼ teaspoon (Optional),mustard seeds - ¼ teaspoon optional,1,piece
Easy Chicken Stew with Potatoes Recipe | Spicy | Healthy,Cardamom - 3 to 5,cardamom - 3 to 5,1,piece
Easy Chicken Stew with Potatoes Recipe | Spicy | Healthy,Cinnamon sticks - Few (about ½ tablespoon),cinnamon sticks - few about ½ tablespoon,1,piece
Best Fish Stew Recipe without Tomatoes | KETO Friendly,Cumin seeds - ¼ teaspoon,cumin seeds - ¼ teaspoon,1,piece
Best Fish Stew Recipe without Tomatoes | KETO Friendly,Mustard seeds - ¼ teaspoon,mustard seeds - ¼ teaspoon,1,piece
Best Fish Stew Recipe without Tomatoes | KETO Friendly,Water - 100ml,water - 100ml,1,piece
Sri Lankan Style Squid Curry | Spicy Cuttlefish Recipe,Squid/cuttlefish - 400g,squid/cuttlefish - 400g,1,piece
Sri Lankan Style Squid Curry | Spicy Cuttlefish Recipe,Crushed ginger - ½ teaspoon,crushed ginger - ½ teaspoon,1,piece
Sri Lankan Style Squid Curry | Spicy Cuttlefish Recipe,Fenugreek seeds - ½ teaspoon,fenugreek seeds - ½ teaspoon,1,piece
Sri Lankan Style Squid Curry | Spicy Cuttlefish Recipe,Mustard seeds - ¼ teaspoon,mustard seeds - ¼ teaspoon,1,piece
Sri Lankan Style Squid Curry | Spicy Cuttlefish Recipe,Thick tamarind juice - 50ml,thick tamarind juice - 50ml,1,piece
Make Beef Stew without Potatoes & Tomatoes | KETO,Cumin seeds - ½ teaspoon,cumin seeds - ½ teaspoon,1,piece
Make Beef Stew without Potatoes & Tomatoes | KETO,Cardamom - 5 or 6,cardamom - 5 or 6,1,piece
Make Beef Stew without Potatoes & Tomatoes | KETO,Cinnamon - 1 tablespoon,cinnamon - 1 tablespoon,1,piece
Sri Lankan Style Fish Patties Recipe with Potatoes(Deep Fry),-----For The Dough-----,-----,1,piece
Sri Lankan Style Fish Patties Recipe with Potatoes(Deep Fry),Cold water - 250ml,cold water - 250ml,1,piece
Sri Lankan Style Fish Patties Recipe with Potatoes(Deep Fry),-----For The Curry-----,-----,1,piece
Sri Lankan Style Fish Patties Recipe with Potatoes(Deep Fry),Water - 100ml,water - 100ml,1,piece
Sri Lankan Style Fish Patties Recipe with Potatoes(Deep Fry),Mustard seeds - ½ teaspoon,mustard seeds - ½ teaspoon,1,piece
Sri Lankan Style Fish Patties Recipe with Potatoes(Deep Fry),-----For Make and Fry the Patties-----,-----,1,piece
Sri Lankan Style Fish Patties Recipe with Potatoes(Deep Fry),Patties cutter,patties cutter,1,piece
Make Aracha Meen Kulambu Recipe (Healthy Fish Curry),Shallots - 12 to 15,shallots - 12 to 15,1,piece
Make Aracha Meen Kulambu Recipe (Healthy Fish Curry),Coriander seeds - 1 tablespoon,coriander seeds - 1 tablespoon,1,piece
Make Aracha Meen Kulambu Recipe (Healthy Fish Curry),Cumin seeds - ½ tablespoon,cumin seeds - ½ tablespoon,1,piece
Make Aracha Meen Kulambu Recipe (Healthy Fish Curry),Fenugreek seeds - ¼ teaspoon,fenugreek seeds - ¼ teaspoon,1,piece
Make Aracha Meen Kulambu Recipe (Healthy Fish Curry),Tamarind juice - 50ml,tamarind juice - 50ml,1,piece
Simple Red Rice Flour Puttu Recipe (Step by Step Pictures),Hot water - 700ml,hot water - 700ml,1,piece
How to Make White Puttu | All-Purpose Flour Puttu Sri Lankan,Hot water - 625ml,hot water - 625ml,1,piece
Make String Hoppers Homemade Recipe (Red Rice Flour + Plain Flour),Boiled water - 600ml,water - 600ml,1,piece
Whole Wheat Flour String Hoppers Recipe (Atta Flour Idiyappam),Hot water - 225ml,hot water - 225ml,1,piece
Whole Wheat Flour String Hoppers Recipe (Atta Flour Idiyappam),Normal water - 175ml,normal water - 175ml,1,piece
How to Make Soft Chapati Roti without Oil or Butter (Quick & Easy),Water - 350ml,water - 350ml,1,piece
How To Make Sri Lankan Dosa Recipe | Jaffna Style Dosa Quick & Easy,Split skinned black gram/Urad dal - 150g,split skinned black gram/urad dal - 150g,1,piece
How To Make Sri Lankan Dosa Recipe | Jaffna Style Dosa Quick & Easy,Basmati rice - 50g,basmati rice - 50g,1,piece
How To Make Sri Lankan Dosa Recipe | Jaffna Style Dosa Quick & Easy,Fenugreek seeds - ½ teaspoon,fenugreek seeds - ½ teaspoon,1,piece
How To Make Sri Lankan Dosa Recipe | Jaffna Style Dosa Quick & Easy,Water - 350ml,water - 350ml,1,piece
Easy Vanilla Butter Cake Recipe without Milk Homemade,Vanilla extract - 25ml,vanilla extract - 25ml,1,piece
Sri Lankan Dodol Recipe without Sugar | Coconut & Jaggery Sweet,Jaggery - 1000g,jaggery - 1000g,1,piece
Sri Lankan Dodol Recipe without Sugar | Coconut & Jaggery Sweet,Sago - 100g,sago - 100g,1,piece
Make Best Nescafe Cake Recipe | Easy | Homemade,-----For Cake-----,-----,1,piece
Make Best Nescafe Cake Recipe | Easy | Homemade,Nescafe - 1 ½ teaspoon,nescafe - 1 ½ teaspoon,1,piece
Make Best Nescafe Cake Recipe | Easy | Homemade,Vanilla extract - 3 teaspoons,vanilla extract - 3 teaspoons,1,piece
Make Best Nescafe Cake Recipe | Easy | Homemade,Hot water - 2 tablespoons,hot water - 2 tablespoons,1,piece
Make Best Nescafe Cake Recipe | Easy | Homemade,-----For Topping-----,-----,1,piece
Make Best Nescafe Cake Recipe | Easy | Homemade,Nescafe - 1 ½ teaspoon,nescafe - 1 ½ teaspoon,1,piece
Make Best Nescafe Cake Recipe | Easy | Homemade,Hot water - 1 tablespoon,hot water - 1 tablespoon,1,piece
Best Milkmaid Rava Laddu Recipe without Coconut,Rava/Semolina - 400g,rava/semolina - 400g,1,piece
Best Milkmaid Rava Laddu Recipe without Coconut,Raisins - 40g,raisins - 40g,1,piece
Best Milkmaid Rava Laddu Recipe without Coconut,Warm water - 50ml,warm water - 50ml,1,piece
Best Milkmaid Rava Laddu Recipe without Coconut,Ghee - 4 teaspoons,ghee - 4 teaspoons,1,piece
Best Milkmaid Rava Laddu Recipe without Coconut,Vanilla - 3 teaspoons,vanilla - 3 teaspoons,1,piece
Best Milkmaid Rava Laddu Recipe without Coconut,Cardamom - 2,cardamom - 2,1,piece
Best Milkmaid Rava Laddu Recipe without Coconut,Nutmeg - ½,nutmeg - ½,1,piece
The Best Moist Chocolate Cake Recipe [Ever] for Beginners (No Coffee),-----For Cake-----,-----,1,piece
The Best Moist Chocolate Cake Recipe [Ever] for Beginners (No Coffee),Vanilla extract - 3 teaspoons,vanilla extract - 3 teaspoons,1,piece
The Best Moist Chocolate Cake Recipe [Ever] for Beginners (No Coffee),-----For Toppings-----,-----,1,piece
The Best Moist Chocolate Cake Recipe [Ever] for Beginners (No Coffee),Water - 1 tablespoon,water - 1 tablespoon,1,piece
Simple & Fresh Fruit Salad Recipe without Honey,Banana - 300g,banana - 300g,1,piece
Simple & Fresh Fruit Salad Recipe without Honey,Papaya - 500g,papaya - 500g,1,piece
Simple & Fresh Fruit Salad Recipe without Honey,Mango - 500g,mango - 500g,1,piece
Simple & Fresh Fruit Salad Recipe without Honey,Raisins - 50g,raisins - 50g,1,piece
Simple & Fresh Fruit Salad Recipe without Honey,Rose essence - ½ teaspoon,rose essence - ½ teaspoon,1,piece
Best Milkmaid Caramel Pudding Recipe With Eggs | Sri Lankan Homemade,Eggs - 2,eggs - 2,1,piece
Best Milkmaid Caramel Pudding Recipe With Eggs | Sri Lankan Homemade,Lukewarm water - 125ml,lukewarm water - 125ml,1,piece
Best Milkmaid Caramel Pudding Recipe With Eggs | Sri Lankan Homemade,Vanilla essence - 1 teaspoon,vanilla essence - 1 teaspoon,1,piece
Best Milkmaid Caramel Pudding Recipe With Eggs | Sri Lankan Homemade,Water - 3 teaspoons,water - 3 teaspoons,1,piece
How to Make Sugar Murukku in Jaffna Style (Seeni Murukku),Cleaned sesame seeds - 100g,sesame seeds - 100g,1,piece
How to Make Sugar Murukku in Jaffna Style (Seeni Murukku),Water - 5 tablespoons,water - 5 tablespoons,1,piece
How to Make Panangai Paniyaram | Palmyra Fruit Recipe,Ripe palmyra fruit juice - 1000ml (3 Palmyra Fruits),ripe palmyra fruit juice - 1000ml 3 palmyra fruits,1,piece
How to Make Panangai Paniyaram | Palmyra Fruit Recipe,Water - As you want,water - as you want,1,piece
Sri Lankan Milk Tea,4tspLoose leaf tea/ Ground Tea(preferably Ceylon Tea); 1⁄2cupsWater; 21⁄2cupsFresh milk; 3tspSugar(adjust to your preference),4tsploose leaf tea/ teapreferably ceylon tea; 1⁄2cupswater; 21⁄2cupsfresh milk; 3tspsugaradjust to your preference,1,piece
Air-Fried Black Pepper Chicken,"1tbspBlack peppercorns; 1⁄2tspCumin seeds; 1⁄4tspFennel seeds; 2pieces of cinnamon, 2 inch each; 3cardamom pods; 500gChicken, bone-in, cut into pieces; 1tspsalt; 1⁄2tbspwhite vinegar; 1tbspginger garlic paste; 1⁄4tspturmeric powder; 1tspghee or coconut oil; 3⁄4cupsliced red onion; 2serrano or green chili; 1sprig of curry leaves; 2pinchsalt to add to onions",1tbspblack peppercorns; 1⁄2tspcumin seeds; 1⁄4tspfennel seeds; 2pieces of cinnamon 2 inch,1,piece
Sri Lankan Beetroot Curry,"2Medium beetroots(roughly 200 EACH beetroot); 1tbspcoconut oil; 1⁄2tspmustard seeds; 1⁄8tspfenugreek seeds; 2pieces of cinnamon, about 3 inches long(True ceylon cinnamon preferably); 2dried chilies seeds removed, broken into pieces; 4cloves of garlic finely chopped; 1⁄3cupfinely chopped onions; 1large sprig of curry leaves; 1⁄2of a pandan leaf broken into pieces; 2tspcurry powder*; 1⁄4tspturmeric powder; 3⁄4tspsalt(adjust to your taste); 2tspwhite vinegar; 1⁄4tspsugar(adjust to your taste); 2tbspwater; 1cupdiluted canned coconut milk*(2/3 coconut milk mixed with 1/3 cup water)",2medium beetroots,1,piece
Sri Lankan Chicken kottu,2Godamba roti pieces(check description for substitutes); 1cupchicken curry (broth only); 4chicken pieces from the curry or roast chicken; 1⁄2cupcarrot julianned; 1⁄2cupleek green part sliced; 1⁄4cupdiced tomatoes/ 1 small tomato; 3inch leek white/light green part cut into rings; 2chilies sliced (can substitute with chili flakes); 1tspgarlic minced; 1tspginger minced; 2tbsponion; 1egg; 1tbspoil; salt as needed,2godamba roti piecescheck description,1,piece
