recipe_id,ingredient,unit,quantity,seasonality,seasonality_confidence
45,Green chili - 1 1/2 to 8,,,Year_Round,0.8
45,Garlic clove - 1 to 6,,,Year_Round,0.63
45,Ginger root - Small (About the size of 1/4 garlic clove),,,Year_Round,0.46
45,Thick coconut milk - 75ml,,,Dry_Season,0.45
45,Curry leaves - Few,,,Year_Round,0.59
45,Fennel seeds - 1/4 tablespoon,,,Dry_Season,0.3
45,Cumin seeds - ½ teaspoon,,,Dry_Season,0.3
45,Black pepper - 1/4 tablespoon,,,Inter_Monsoon,0.33
45,Coriander seeds - 1/4 teaspoon,,,Year_Round,0.37
45,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
45,Cardamom - 1 1/2 to 8,,,Dry_Season,0.3
45,Crushed cinnamon - ½ tablespoon,,,Dry_Season,0.3
45,Salt - As you need,,,Dry_Season,0.3
45,Cooking oil - As you need,,,Dry_Season,0.3
46,Dried red chili - 3 1/3 to 15,,,Year_Round,0.73
46,Grated coconut - 33 1/3g,,,Dry_Season,0.45
46,Onion - 10g,,,Year_Round,0.67
46,Curry leaves - Few,,,Year_Round,0.59
46,Split skinned black gram/Urad dal - 1/3 teaspoon,,,Inter_Monsoon,0.33
46,Fennel seeds - ¼ teaspoon,,,Dry_Season,0.3
46,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
46,Very thick tamarind juice - 1/3 ½ teaspoons,,,Dry_Season,0.53
46,Water - 33 1/3ml,,,Dry_Season,0.3
46,Cooking oil - As you need,,,Dry_Season,0.3
46,Salt - As you need,,,Dry_Season,0.3
47,Ingredients,,,Southwest_Monsoon,0.36
47,Large onion - ½,,,Year_Round,0.64
47,Garlic cloves - 1 to 6,,,Year_Round,0.63
47,Ginger - Small (About the size of one garlic clove),,,Year_Round,0.65
47,Coriander seeds - 1/4 tablespoon,,,Year_Round,0.37
47,Cumin seeds - 1/4 ½ teaspoons,,,Dry_Season,0.3
47,Black pepper - 1/4 teaspoon,,,Inter_Monsoon,0.33
47,Dried red chili - 1/4 or 2,,,Year_Round,0.73
47,Fennel seeds - ¼ teaspoon,,,Dry_Season,0.3
47,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
47,Asafoetida/Hing powder - ¼ teaspoon,,,Dry_Season,0.3
47,Salt - As you want,,,Dry_Season,0.3
47,Thin tamarind juice - 87 1/2ml,,,Dry_Season,0.53
47,Water - 87 1/2ml,,,Dry_Season,0.3
48,Dal/Dhal/Parippu - 50g,,,Year_Round,0.66
48,Onion - 33 1/3g,,,Year_Round,0.64
48,Thin milk - 116 2/3ml,,,Dry_Season,0.3
48,Water 133 1/3ml,,,Dry_Season,0.3
48,Garlic paste - ½ tablespoon,,,Year_Round,0.63
48,Dried red chili - 2/3 or 3,,,Year_Round,0.73
48,Curry leaves - Few,,,Year_Round,0.59
48,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
48,Cumin seeds - 2/3 pinches,,,Dry_Season,0.3
48,Fennel seeds - ½ teaspoon,,,Dry_Season,0.3
48,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
48,Salt - As you wish,,,Dry_Season,0.3
48,Cooking oil - As you need,,,Dry_Season,0.3
49,Toasted Semolina/Sooji/Rava - 125g,,,Dry_Season,0.3
49,Carrot - 37 1/2g,,,Northeast_Monsoon,0.6
49,Green bean - 15g,,,Southwest_Monsoon,0.45
49,Leeks - 25g,,,Northeast_Monsoon,0.59
49,Onion - 25g,,,Year_Round,0.67
49,Curry leaves - Few,,,Year_Round,0.59
49,Butter - 1/2 tablespoon,,,Dry_Season,0.3
49,Thin coconut milk - 200ml,,,Dry_Season,0.45
49,Dried red chili - 1 or 3,,,Year_Round,0.73
49,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
49,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
49,Salt - As you wish,,,Dry_Season,0.3
49,Cooking oil - As you need,,,Dry_Season,0.3
50,Banana pepper - 100g,,,Inter_Monsoon,0.47
50,Onion - 37 1/2g,,,Year_Round,0.64
50,Garlic cloves - 2 to 6,,,Year_Round,0.63
50,Curry leaves - Few,,,Year_Round,0.59
50,Thin coconut milk - 125ml,,,Dry_Season,0.45
50,Thick tamarind juice - 25ml,,,Dry_Season,0.53
50,Curry powder - 1/2 ¼ tablespoons,,,Year_Round,0.62
50,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
50,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
50,Salt - As you wish,,,Dry_Season,0.3
50,Cooking oil - As you wish,,,Dry_Season,0.3
51,Tapioca/Cassava/Manioc - 125g,,,Northeast_Monsoon,0.59
51,Curry Powder - 1/4 tablespoon,,,Year_Round,0.62
51,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
51,Onion - 12 1/2g,,,Year_Round,0.64
51,Green chilies - 1/2 or 3,,,Year_Round,0.61
51,Curry leaves - Few,,,Year_Round,0.59
51,Thick coconut milk - 37 1/2ml,,,Dry_Season,0.45
51,Tamarind juice - 12 1/2ml,,,Dry_Season,0.53
51,Salt - As you need,,,Dry_Season,0.3
51,Water - 62 1/2ml,,,Dry_Season,0.3
52,Okra/Ladies finger - 41 2/3g,,,Inter_Monsoon,0.73
52,Tomato - 41 2/3g,,,Inter_Monsoon,0.27
52,Large onion - ½,,,Year_Round,0.64
52,Green chilies - 2/3 or 3,,,Year_Round,0.61
52,Thin coconut milk - 83 1/3ml,,,Dry_Season,0.45
52,Salt - As you need,,,Dry_Season,0.3
52,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
52,Curry leaves - Few,,,Year_Round,0.59
53,Fish headpieces - 125g,,,Dry_Season,0.3
53,Onion - 12 1/2g,,,Year_Round,0.64
53,Thin tamarind juice - 50ml,,,Dry_Season,0.53
53,Thin coconut milk - 100ml,,,Dry_Season,0.45
53,Garlic cloves - 3/4 to 5,,,Year_Round,0.63
53,Curry leaves - Few,,,Year_Round,0.59
53,Curry powder - 1/4 ½ tablespoon,,,Year_Round,0.62
53,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
53,Fenugreek seeds - ¼ teaspoon,,,Dry_Season,0.3
53,Salt - As you wish,,,Dry_Season,0.3
54,Radish - 50g,,,Northeast_Monsoon,0.62
54,Onion - 10g,,,Year_Round,0.67
54,Green chili - 2/3 or 3,,,Year_Round,0.8
54,Curry leaves - Few,,,Year_Round,0.59
54,Lime juice - 1/3 tablespoon,,,Dry_Season,0.47
54,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
54,Salt - As you need,,,Dry_Season,0.3
54,Thin coconut milk - 66 2/3ml,,,Dry_Season,0.45
54,Thick coconut milk - 16 2/3ml,,,Dry_Season,0.45
55,Split skinned black gram/Urad dal - 4 1/6g,,,Inter_Monsoon,0.33
55,Idli rice/Parboiled rice - 12 1/2g,,,Year_Round,0.54
55,Salt - As you need,,,Dry_Season,0.3
55,Water - As you need,,,Dry_Season,0.3
56,Carrot - 37 1/2g,,,Northeast_Monsoon,0.6
56,Tomato - 18 3/4g,,,Inter_Monsoon,0.27
56,Onion - 12 1/2g,,,Year_Round,0.64
56,Green chili - 1/2 or 3,,,Year_Round,0.8
56,Grated coconut - 1/2 tablespoons,,,Dry_Season,0.45
56,Crushed black pepper - ½ teaspoon,,,Inter_Monsoon,0.33
56,Lime - ½,,,Dry_Season,0.56
56,Salt - As you need,,,Dry_Season,0.3
57,Green Moong Dal - 25g,,,Southwest_Monsoon,0.45
57,Water - 200ml + 100ml,,,Dry_Season,0.3
57,Thin coconut milk - 100ml,,,Dry_Season,0.45
57,Small onion - 2 to 6,,,Year_Round,0.64
57,Red chili - 1 or 3,,,Year_Round,0.73
57,Garlic cloves - 1 or 3,,,Year_Round,0.63
57,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
57,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
57,Fennel seeds - ¼ teaspoon,,,Dry_Season,0.3
57,Curry leaves - Few,,,Year_Round,0.59
57,Salt - As you need,,,Dry_Season,0.3
57,Cooking oil - As you need,,,Dry_Season,0.3
58,Dal/Dhal - 33 1/3g,,,Year_Round,0.66
58,Green chili - 2/3,,,Year_Round,0.8
58,Onion - 16 2/3g,,,Year_Round,0.64
58,Curry leaves - Few,,,Year_Round,0.59
58,Cumin seeds - ¼ teaspoon,,,Dry_Season,0.3
58,Black pepper - ¼ teaspoon,,,Inter_Monsoon,0.33
58,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
58,Garlic - 1 or 4,,,Year_Round,0.63
58,Salt - As you need,,,Dry_Season,0.3
58,Water - 116 2/3ml,,,Dry_Season,0.3
58,Thick coconut milk - 33 1/3ml,,,Dry_Season,0.45
59,Grated coconut - 50g,,,Dry_Season,0.45
59,Dried red chili - 4 to 12,,,Year_Round,0.73
59,Small onion / Shallots - 2 1/2 to 7,,,Year_Round,0.64
59,Lime - ½,,,Dry_Season,0.56
59,Sugar - ¼ teaspoon,,,Dry_Season,0.3
59,Salt - As you need,,,Dry_Season,0.3
60,Carrot - 83 1/3g,,,Northeast_Monsoon,0.6
60,Onion - 16 2/3g,,,Year_Round,0.64
60,Green chilies - 2/3 or 3,,,Year_Round,0.61
60,Curry leaves - Few,,,Year_Round,0.59
60,Thick coconut milk - 50ml,,,Dry_Season,0.45
60,Salt - As you need,,,Dry_Season,0.3
60,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
60,Cooking oil - As you need,,,Dry_Season,0.3
61,Split skinned black gram/Urad dal - 12 1/2g,,,Inter_Monsoon,0.33
61,Cold water - 1 1/2ml to 50ml,,,Dry_Season,0.3
61,Onion - 2g,,,Year_Round,0.69
61,Green chili - 1/4 to 7,,,Year_Round,0.8
61,Curry leaves - Few,,,Year_Round,0.59
61,Water - As you need,,,Dry_Season,0.3
61,Salt - As you need,,,Dry_Season,0.3
61,Cooking oil - As you need,,,Dry_Season,0.3
62,Eggplant - 83 1/3g,,,Dry_Season,0.3
62,Tomato - 58 1/3g,,,Inter_Monsoon,0.27
62,Onion - 16 2/3g,,,Year_Round,0.64
62,Garlic clove - 1 or 4,,,Year_Round,0.63
62,Curry leaves - Few,,,Year_Round,0.59
62,Thick coconut milk - 83 1/3ml,,,Dry_Season,0.45
62,Semi-thick tamarind juice - 16 2/3ml,,,Dry_Season,0.53
62,Curry powder - 1/3 ½ tablespoon,,,Year_Round,0.62
62,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
62,Fenugreek seeds - ¼ teaspoon,,,Dry_Season,0.3
62,Salt - As you need (KETO people use the Himalayan Pink Salt),,,Inter_Monsoon,0.33
62,Cooking oil - As you need (KETO people use the Organic Coconut Oil),,,Dry_Season,0.45
63,Potatoes - 133 1/3g,,,Dry_Season,0.3
63,Onion - 50g,,,Year_Round,0.67
63,Split skinned black gram / Urad dal - 1/3 tablespoon,,,Inter_Monsoon,0.33
63,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
63,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
63,Fennel seeds - ½ teaspoon,,,Dry_Season,0.3
63,Green chili - 2 to 8,,,Year_Round,0.8
63,Water - 83 1/3ml,,,Dry_Season,0.3
63,Lime - 1/3,,,Dry_Season,0.48
63,Curry leaves - Few,,,Year_Round,0.59
63,Cooking oil - 1 1/3 to 5 tablespoon,,,Dry_Season,0.3
63,Salt - As you need,,,Dry_Season,0.3
64,Fish - 100g,,,Inter_Monsoon,0.37
64,Onion - 12 1/2g,,,Year_Round,0.64
64,Thin coconut milk - 125ml,,,Dry_Season,0.45
64,Garlic clove - 1 1/4 or 6,,,Year_Round,0.63
64,Ginger root - Small (About the size of one garlic clove),,,Year_Round,0.46
64,Green chili - 3/4 or 4,,,Year_Round,0.8
64,Curry Leaves - Few,,,Year_Round,0.59
64,Fennel seeds - 1/4 tablespoon,,,Dry_Season,0.3
64,Cumin seeds/powder - ¼ teaspoon,,,Dry_Season,0.3
64,Coriander seeds - ½ tablespoon,,,Year_Round,0.37
64,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
64,Black pepper - 1/4 ½ tablespoon,,,Inter_Monsoon,0.33
64,Lime - ½,,,Dry_Season,0.56
64,Salt - As you need,,,Dry_Season,0.3
65,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
65,Fennel seeds - 1/4 ¼ teaspoon,,,Dry_Season,0.3
65,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
65,Cumin seeds - ¼ teaspoon,,,Dry_Season,0.3
65,Fenugreek seeds - ¼ teaspoon,,,Dry_Season,0.3
65,Salt - As you need,,,Dry_Season,0.3
65,Coriander seeds - 1/4 tablespoon,,,Year_Round,0.37
65,Dried red chili - 1,,,Year_Round,0.73
65,Curry leaves - Few,,,Year_Round,0.59
65,Chopped onion - ½ large,,,Year_Round,0.64
65,Garlic cloves - 1 to 6,,,Year_Round,0.63
65,Ginger root - Small (About the size of one small garlic clove),,,Year_Round,0.46
65,Black pepper - ½ teaspoon,,,Inter_Monsoon,0.33
65,Sliced tomato - 1/2 large,,,Inter_Monsoon,0.27
65,Thick tamarind juice - 37 1/2ml,,,Dry_Season,0.53
65,Water - 137 1/2ml to 650ml,,,Dry_Season,0.3
65,Cooking oil - As you need,,,Dry_Season,0.3
66,Beef - 166 2/3g,,,Dry_Season,0.3
66,Crushed black pepper - 1/3 tablespoon,,,Inter_Monsoon,0.33
66,Onion - 33 1/3g,,,Year_Round,0.64
66,Green chili - 2 to 8,,,Year_Round,0.8
66,Garlic cloves - 2 to 8,,,Year_Round,0.63
66,Ginger - A small piece (About the size of a large garlic clove),,,Year_Round,0.65
66,Lime - ½,,,Dry_Season,0.56
66,Curry leaves - Few,,,Year_Round,0.59
66,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
66,Salt - As you need (KETO people use Himalayan pink salt),,,Inter_Monsoon,0.33
66,Cooking oil - As you need (KETO people use Extra virgin coconut oil),,,Dry_Season,0.45
67,Eggplant - 1/2 large,,,Dry_Season,0.3
67,Ash plantain - 1/2 large,,,Dry_Season,0.3
67,Onion - 15g,,,Year_Round,0.67
67,Green chili - 1 or 3,,,Year_Round,0.8
67,Curry leaves - Few,,,Year_Round,0.59
67,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
67,Salt - As you need,,,Dry_Season,0.3
67,Thin coconut milk - 100ml,,,Dry_Season,0.45
67,Thick coconut milk - 25ml,,,Dry_Season,0.45
68,Elephant foot yam - 125g,,,Northeast_Monsoon,0.61
68,Onion - 18 3/4g,,,Year_Round,0.64
68,Thick coconut milk - 75ml,,,Dry_Season,0.45
68,Thin tamarind juice - 25ml,,,Dry_Season,0.53
68,Curry powder - 1/4 tablespoon,,,Year_Round,0.62
68,Garlic cloves - 1 or 5,,,Year_Round,0.63
68,Curry leaves - Few,,,Year_Round,0.59
68,Fennel seeds - ¼ teaspoon,,,Dry_Season,0.3
68,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
68,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
68,Salt - As you need,,,Dry_Season,0.3
68,Cooking oil - As you need,,,Dry_Season,0.3
69,Banana flower - 100g,,,Inter_Monsoon,0.47
69,Grated coconut - 3/5 to 4 tablespoons,,,Dry_Season,0.45
69,Onion - 10g,,,Year_Round,0.67
69,Dried red chili - 2/5 or 3,,,Year_Round,0.73
69,Curry leaves - Few,,,Year_Round,0.59
69,Fennel seeds - ¼ teaspoon,,,Dry_Season,0.3
69,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
69,Salt - 1/5 tablespoon,,,Dry_Season,0.3
69,Cooking oil - As you want,,,Dry_Season,0.3
70,Drumsticks - 3/4 large,,,Inter_Monsoon,0.72
70,Onion - 15g,,,Year_Round,0.67
70,Garlic clove - 1 to 6,,,Year_Round,0.63
70,Curry leaves - Few,,,Year_Round,0.59
70,Curry powder - 1/4 ½ tablespoon,,,Year_Round,0.62
70,Mustard seeds - ½ teaspoon,,,Dry_Season,0.3
70,Fennel seeds - ½ teaspoon,,,Dry_Season,0.3
70,Cumin seeds - ¼ teaspoon,,,Dry_Season,0.3
70,Cooking oil - As you need,,,Dry_Season,0.3
70,Tamarind juice - 25ml,,,Dry_Season,0.53
70,Thin coconut milk - 62 1/2ml,,,Dry_Season,0.45
70,Thick coconut milk - 12 1/2ml,,,Dry_Season,0.45
70,Salt - As you need,,,Dry_Season,0.3
71,Ash plantains - 1/2 large,,,Dry_Season,0.3
71,Dry roasted red chilies - 1 1/2 to 8,,,Year_Round,0.45
71,Vinegar - 1/2 tablespoons,,,Dry_Season,0.3
71,Mustard seeds - 1/4 teaspoon,,,Dry_Season,0.3
71,Sugar - ½ tablespoon,,,Dry_Season,0.3
71,Salt - As you need,,,Dry_Season,0.3
71,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
71,Onion - 12 1/2g,,,Year_Round,0.64
71,Green chilies - 1/4 or 2,,,Year_Round,0.61
71,Very thick coconut milk - 1 tablespoons,,,Dry_Season,0.45
71,Cooking oil - As you need,,,Dry_Season,0.3
72,Sliced onion - 116 2/3g,,,Year_Round,0.64
72,Red chili flakes - 1/3 ¼ tablespoon,,,Year_Round,0.73
72,Thin tamarind juice - 33 1/3ml,,,Dry_Season,0.53
72,Sugar - 1/3 ¼ tablespoon,,,Dry_Season,0.3
72,Cooking oil - 1 1/3 tablespoons,,,Dry_Season,0.3
72,Salt - As you need,,,Dry_Season,0.3
73,Cabbage - 83 1/3g,,,Southwest_Monsoon,0.41
73,Onions - 16 2/3g,,,Year_Round,0.62
73,Green chilies - 2/3 or 3,,,Year_Round,0.61
73,Curry leaves - Few,,,Year_Round,0.59
73,Cumin seeds - ¼ teaspoon,,,Dry_Season,0.3
73,Fennel seeds - ¼ teaspoon,,,Dry_Season,0.3
73,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
73,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
73,Ground black pepper - ½ teaspoon,,,Inter_Monsoon,0.33
73,Salt - As you need,,,Dry_Season,0.3
73,Grated coconut - 1 2/3 tablespoons,,,Dry_Season,0.45
73,Cooking oil - 1 tablespoons,,,Dry_Season,0.3
74,Fenugreek seeds - 1/2 ½ tablespoon,,,Dry_Season,0.3
74,Onion - 75g,,,Year_Round,0.67
74,Green chili - 1/2 or 2,,,Year_Round,0.8
74,Curry leaves - Few,,,Year_Round,0.59
74,Garlic clove - 2 1/2 to 7,,,Year_Round,0.63
74,Tamarind juice - 25ml,,,Dry_Season,0.53
74,Thick coconut milk - 100ml,,,Dry_Season,0.45
74,Salt - As you need,,,Dry_Season,0.3
74,Curry powder - 1/2 ½ tablespoon,,,Year_Round,0.62
74,Cooking oil - As you need,,,Dry_Season,0.3
75,Fish - 2 to 8 pieces,,,Dry_Season,0.3
75,Onion - 16 2/3g,,,Year_Round,0.64
75,Garlic cloves - 1 1/3 or 5,,,Year_Round,0.63
75,Curry leaves - Few,,,Year_Round,0.59
75,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
75,Fennel seeds - ¼ teaspoon,,,Dry_Season,0.3
75,Cumin seeds - ¼ teaspoon,,,Dry_Season,0.3
75,Fenugreek seeds - ½ teaspoon,,,Dry_Season,0.3
75,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
75,Thin tamarind juice - 50ml,,,Dry_Season,0.53
75,Thin coconut milk - 83 1/3ml,,,Dry_Season,0.45
75,Thick coconut milk - 33 1/3ml,,,Dry_Season,0.45
75,Curry powder - 2/3 tablespoons,,,Year_Round,0.62
75,Cooking oil - As you need,,,Dry_Season,0.3
75,Salt - As you need,,,Dry_Season,0.3
76,-----For Shrimp-----,,,Dry_Season,0.3
76,Shrimp/Prawn - 62 1/2g (after clean),,,Dry_Season,0.3
76,Garlic paste - ½ tablespoon,,,Year_Round,0.63
76,Ginger paste - ½ teaspoon,,,Year_Round,0.64
76,Semi thick tamarind juice - 1/2 tablespoons,,,Dry_Season,0.53
76,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
76,Chili powder - ½ teaspoon,,,Year_Round,0.69
76,Water - 25ml,,,Inter_Monsoon,0.33
76,Salt - As you want,,,Dry_Season,0.3
76,-----For Coating Batter-----,,,Dry_Season,0.3
76,All-purpose flour - 18 3/4g,,,Dry_Season,0.3
76,Cornstarch - 1/2 tablespoons,,,Dry_Season,0.3
76,Garlic paste - 1/4 teaspoon,,,Year_Round,0.63
76,Ginger paste - ½ teaspoon,,,Year_Round,0.64
76,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
76,Baking powder - ¼ teaspoon,,,Dry_Season,0.3
76,Sugar - ¼ teaspoon,,,Dry_Season,0.3
76,Water - 37 1/2ml,,,Dry_Season,0.3
76,Salt - As you need,,,Dry_Season,0.3
77,Dried red chili - 400g,,,Year_Round,0.73
77,Coriander seeds - 400g,,,Year_Round,0.37
77,Black pepper - 80g,,,Inter_Monsoon,0.33
77,Fennel seeds - 80g,,,Dry_Season,0.3
77,Cumin seeds - 60g,,,Dry_Season,0.3
77,Curry leaves - 20 to 25 sprigs,,,Year_Round,0.59
77,Cooking oil - 1 tablespoon,,,Dry_Season,0.3
78,Beef - 187 1/2g,,,Dry_Season,0.3
78,Potato - 37 1/2g,,,Northeast_Monsoon,0.38
78,Onion - 18 3/4g,,,Year_Round,0.64
78,Black pepper - 3/8 tablespoons,,,Inter_Monsoon,0.33
78,Fennel seeds - 1/8 ½ tablespoon,,,Dry_Season,0.3
78,Cumin seeds - ¾ teaspoon,,,Dry_Season,0.3
78,Turmeric powder - ¾ teaspoon,,,Dry_Season,0.3
78,Garlic - 1 1/4 to 12,,,Year_Round,0.63
78,Ginger - Medium size (about the size of 1/4 garlic cloves),,,Year_Round,0.65
78,Green chili - 1 1/4 to 12,,,Year_Round,0.8
78,Cardamom - 1 1/4 to 12,,,Dry_Season,0.3
78,Cinnamon - 1/8 ½ tablespoon,,,Dry_Season,0.3
78,Thick coconut milk - 50ml,,,Dry_Season,0.45
78,Cooking oil - as you want,,,Dry_Season,0.3
78,Salt - As you want,,,Dry_Season,0.3
79,Potato - 125g,,,Northeast_Monsoon,0.38
79,Onion - 25g,,,Year_Round,0.67
79,Dried red chili flakes - 1/2 tablespoon,,,Year_Round,0.73
79,Green chilies - 1 or 3,,,Year_Round,0.61
79,Curry leaves - Few,,,Year_Round,0.59
79,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
79,Fennel seeds - ¼ teaspoon,,,Dry_Season,0.3
79,Cooking oil - As you wish,,,Dry_Season,0.3
79,Salt - As you wish,,,Dry_Season,0.3
79,Lime - ½,,,Dry_Season,0.56
80,Nutella - 25g,,,Dry_Season,0.3
80,Egg - 3/16,,,Inter_Monsoon,0.35
80,Plain Flour - 3 1/8g,,,Dry_Season,0.3
80,Cocoa Powder - 1/16 Tablespoon,,,Dry_Season,0.3
81,Chicken - 166 2/3g,,,Dry_Season,0.3
81,Thin coconut milk - 83 1/3ml,,,Dry_Season,0.45
81,Onion - 25g,,,Year_Round,0.67
81,Garlic cloves - 1 2/3 to 7,,,Year_Round,0.63
81,Ginger - Small piece (About the size of one big garlic clove),,,Year_Round,0.65
81,Dried red chilies - 3 1/3 to 15,,,Year_Round,0.64
81,Curry leaves - Few,,,Year_Round,0.59
81,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
81,Fennel seeds - ¾ teaspoon,,,Dry_Season,0.3
81,Black pepper - ½ teaspoon,,,Inter_Monsoon,0.33
81,Cumin seeds - ¼ teaspoon,,,Dry_Season,0.3
81,Cardamom - 1 to 5,,,Dry_Season,0.3
81,Crushed cinnamon - ¾ teaspoon,,,Dry_Season,0.3
81,Coriander seeds - ½ teaspoon,,,Year_Round,0.37
81,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
81,Salt - As you need,,,Dry_Season,0.3
81,Cooking oil - As you need,,,Dry_Season,0.3
82,Drumsticks - 2/3 large,,,Inter_Monsoon,0.72
82,Onion - 16 2/3g,,,Year_Round,0.64
82,Curry leaves - Few,,,Year_Round,0.59
82,Green chili - 1/3 or 2,,,Year_Round,0.8
82,Salt - As you need,,,Dry_Season,0.3
82,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
82,Thin coconut milk - 66 2/3ml,,,Dry_Season,0.45
82,Thick coconut milk - 33 1/3ml,,,Dry_Season,0.45
83,Spinach - 1/4 bunches (about 1kg after clean),,,Southwest_Monsoon,0.36
83,Onion - 12 1/2g,,,Year_Round,0.64
83,Garlic clove - 3/8 or 4,,,Year_Round,0.63
83,Green chili - 3/8 or 4,,,Year_Round,0.8
83,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
83,Thick coconut milk - 18 3/4ml,,,Dry_Season,0.45
83,Lime - 1/8,,,Dry_Season,0.48
83,Salt - As you want (KETO people use the Himalayan Pink Salt),,,Inter_Monsoon,0.33
84,Chicken - 1/5kg,,,Dry_Season,0.3
84,Tomato - 50g,,,Inter_Monsoon,0.31
84,Onion - 30g,,,Year_Round,0.67
84,Garlic paste - 1/5 tablespoon,,,Year_Round,0.63
84,Ginger paste - ½ tablespoon,,,Year_Round,0.64
84,Curry powder - 3/5 tablespoons,,,Year_Round,0.62
84,Cardamom - 4/5,,,Dry_Season,0.3
84,Crushed cinnamon - ½ tablespoon,,,Dry_Season,0.3
84,Turmeric powder - 1/5 teaspoon,,,Dry_Season,0.3
84,Mustard seeds - ½ teaspoon,,,Dry_Season,0.3
84,Curry leaves - Few,,,Year_Round,0.59
84,Salt - As you want (KETO people use the Himalayan Pink Salt),,,Inter_Monsoon,0.33
84,Cooking oil - As you need (KETO people use the Organic Coconut Oil),,,Dry_Season,0.45
84,Water - 100ml,,,Dry_Season,0.3
85,Chicken - 187 1/2g,,,Dry_Season,0.3
85,Onion - 62 1/2g,,,Year_Round,0.64
85,Tomato - 37 1/2g,,,Inter_Monsoon,0.27
85,Banana pepper - 25g,,,Inter_Monsoon,0.47
85,Green chili - 1 or 5,,,Year_Round,0.8
85,Curry leaves - 1/2 sprigs,,,Year_Round,0.59
85,Lime - ½,,,Dry_Season,0.56
85,Garlic paste - 1/4 tablespoon,,,Year_Round,0.63
85,Minced garlic - 1/4 tablespoon,,,Year_Round,0.63
85,Ginger paste - ½ tablespoon,,,Year_Round,0.64
85,Minced ginger - ¾ tablespoon,,,Year_Round,0.64
85,Red chili flakes - 1/4 tablespoon,,,Year_Round,0.73
85,Crushed black pepper - ½ tablespoon,,,Inter_Monsoon,0.33
85,Turmeric powder - ½ teaspoon,,,Dry_Season,0.3
85,Tomato sauce - As you want,,,Inter_Monsoon,0.27
85,Salt - As you want,,,Dry_Season,0.3
85,Cooking oil - As you want,,,Dry_Season,0.3
86,Mutton boti – 1/5kg,,,Dry_Season,0.3
86,Onion - 20g,,,Year_Round,0.67
86,Chopped ginger - 1/5 tablespoon,,,Year_Round,0.64
86,Curry powder - 3/5 tablespoons,,,Year_Round,0.62
86,Turmeric powder - 1/5 teaspoon,,,Dry_Season,0.3
86,Mustard seeds - ¼ teaspoon,,,Dry_Season,0.3
86,Cardamom - 4/5 or 5,,,Dry_Season,0.3
86,Crushed cinnamon - ½ tablespoon,,,Dry_Season,0.3
86,Curry leaves - Few,,,Year_Round,0.59
86,Thick coconut milk - 60ml,,,Dry_Season,0.45
86,Lime - ½,,,Dry_Season,0.56
86,Salt - As you want,,,Dry_Season,0.3
86,Cooking oil - As you want,,,Dry_Season,0.3
87,Shrimp - 125g,,,Dry_Season,0.3
87,Onion - 25g,,,Year_Round,0.67
87,Garlic cloves - 2 or 5,,,Year_Round,0.63
87,Curry powder - 1/2 ½ tablespoon,,,Year_Round,0.62
87,Fenugreek seeds - ¾ teaspoon,,,Dry_Season,0.3
87,Turmeric powder - ¼ teaspoon,,,Dry_Season,0.3
