recipe_title,original_line,ingredient_name,quantity,unit
Quick & Easy Chicken Rice Dinner 🥘,2 cups your favorite packaged yellow rice (uncooked),your favorite packaged yellow rice uncooked,2.0,cups
Quick & Easy Chicken Rice Dinner 🥘,"5 Fluff with a fork, serve and enjoy 😉!!!!",with a,5.0,fluff
Lemon Chicken with Pilaf,1 cup yellow rice,yellow rice,1.0,cup
Lemon Chicken with Pilaf,1 cup mixed vegetables,mixed vegetables,1.0,cup
Roasted Peri-peri Chicken w/ Yellow Rice,2 tbsp calamansi juice or lemon,calamansi juice or lemon,2.0,tbsp
Roasted Peri-peri Chicken w/ Yellow Rice,1/2 tsp dried thyme,thyme,0.5,tsp
Roasted Peri-peri Chicken w/ Yellow Rice,1/4 tsp cinnamon,cinnamon,0.25,tsp
Roasted Peri-peri Chicken w/ Yellow Rice,2 tbsp Spanish paprika,spanish paprika,2.0,tbsp
Roasted Peri-peri Chicken w/ Yellow Rice,2 cups rice,rice,2.0,cups
Roasted Peri-peri Chicken w/ Yellow Rice,3 cups water,water,3.0,cups
Roasted Peri-peri Chicken w/ Yellow Rice,1/4 cup mayonnaise,mayonnaise,0.25,cup
Roasted Peri-peri Chicken w/ Yellow Rice,1 tbsp hot sauce,hot sauce,1.0,tbsp
Roasted Peri-peri Chicken w/ Yellow Rice,2 tsp vinegar,vinegar,2.0,tsp
Simple Yellow Rice 𝓥 (𝙿𝚕𝚊𝚗𝚝 𝙱𝚊𝚜𝚎𝚍 𝙼𝚊𝚖𝚊𝚜🌿),1/2 TBSP Turmeric for color,turmeric,0.5,tbsp
Simple Yellow Rice 𝓥 (𝙿𝚕𝚊𝚗𝚝 𝙱𝚊𝚜𝚎𝚍 𝙼𝚊𝚖𝚊𝚜🌿),5 Fluff with a fork when completely and enjoy!,with a,5.0,fluff
Yellow Rice and Lentils with Chicken,1-1/2 cup yellow rice mix,1-1/2 cup yellow rice mix,1.0,piece
Yellow Rice and Lentils with Chicken,2 tablespoons harissa,harissa,2.0,tablespoons
Yellow Rice and Lentils with Chicken,1 tablespoon capers,capers,1.0,tablespoon
Yellow Rice and Lentils with Chicken,15 ounces English peas,english peas,15.0,ounces
Yellow Rice and Lentils with Chicken,1-1/2 cup water,1-1/2 cup water,1.0,piece
Yellow Rice and Lentils with Chicken,2 ounces fontina cheese chunks,fontina cheese chunks,2.0,ounces
Yellow Rice and Lentils with Chicken,1/2 cup grated Parmigiano-Reggiano cheese topping,parmigiano-reggiano cheese topping,0.5,cup
Yellow Rice and Lentils with Chicken,10th for yellow rice,10th,1.0,piece
Smoked Beef Sausage and Yellow Rice,1 cup yellow rice,yellow rice,1.0,cup
Smoked Beef Sausage and Yellow Rice,2 cups water,water,2.0,cups
Smoked Beef Sausage and Yellow Rice,1 cup English peas,english peas,1.0,cup
Smoked Beef Sausage and Yellow Rice,9th for yellow rice,9th,1.0,piece
Seafood fried rice,1 cup crawfish tails,crawfish tails,1.0,cup
Seafood fried rice,1 tsp Cajun seasoning plus extra for shrimp,cajun seasoning plus extra,1.0,tsp
Seafood fried rice,1/2 tsp Old Bay seasoning,old bay seasoning,0.5,tsp
Seafood fried rice,1 tsp dried parsley,parsley,1.0,tsp
Seafood fried rice,1 tsp dried dill,dill,1.0,tsp
Rice and Stuff,2 cups jasmine rice,jasmine rice,2.0,cups
Rice and Stuff,3 pounds ground chuck,chuck,3.0,pounds
Rice and Stuff,2 cup water,water,2.0,cup
Rice and Stuff,3 Serve I hope you enjoy!!!,i hope you enjoy!!!,3.0,serve
Sausage and Yellow Rice Soup,1 tablespoon saffron threads,saffron threads,1.0,tablespoon
Sausage and Yellow Rice Soup,3 envelopes yellow rice 1 pound total,yellow rice 1 pound total,3.0,envelopes
Sausage and Yellow Rice Soup,1 cup petite English peas,petite english peas,1.0,cup
Basil Yellow Rice,100 gr rice,rice,100.0,gr
Basil Yellow Rice,150 ml water,water,150.0,ml
Basil Yellow Rice,7 cloves shallots,shallots,7.0,cloves
Basil Yellow Rice,"2 chilli (if you like spicy, otherwise don’t use it)",if you like spicy otherwise don’t use it,2.0,chilli
Basil Yellow Rice,2 tsp shrimp paste,shrimp paste,2.0,tsp
Basil Yellow Rice,2 cm turmeric,turmeric,2.0,cm
Cape Malay Chicken Curry with Yellow Rice,2 tablespoons finely grated ginger,ginger,2.0,tablespoons
Cape Malay Chicken Curry with Yellow Rice,5 cloves,cloves,5.0,piece
Cape Malay Chicken Curry with Yellow Rice,2 teaspoons turmeric,turmeric,2.0,teaspoons
Cape Malay Chicken Curry with Yellow Rice,1 teaspoon coriander,coriander,1.0,teaspoon
Cape Malay Chicken Curry with Yellow Rice,1 teaspoon cumin,cumin,1.0,teaspoon
Cape Malay Chicken Curry with Yellow Rice,2 tablespoons mango chutney,mango chutney,2.0,tablespoons
Cape Malay Chicken Curry with Yellow Rice,"1 chicken stock cube, crumbled",stock cube crumbled,1.0,chicken
Cape Malay Chicken Curry with Yellow Rice,350 g (12 3/10 oz) basmati rice,12 3/10 oz basmati rice,350.0,g
Cape Malay Chicken Curry with Yellow Rice,50 g (1.76 oz) raisins,1.76 oz raisins,50.0,g
Chicken Shawarma w/ White Sauce and Fluffy Yellow Rice,4 Preheat Oven to 350 F/ 175 C,oven to 350 f/ 175 c,4.0,preheat
Chicken Shawarma w/ White Sauce and Fluffy Yellow Rice,6th for yellow rice,6th,1.0,piece
Southwestern stuffed poblanos,10 oz Enchilada sauce,enchilada sauce,10.0,oz
Southwestern stuffed poblanos,1/4 cup cilantro,cilantro,0.25,cup
Southwestern stuffed poblanos,1 tbsp ranch seasoning,ranch seasoning,1.0,tbsp
Vegetarian Halal Cart-Style Chick’n and Rice 𝓥𝓖 (𝙿𝚕𝚊𝚗𝚝 𝙱𝚊𝚜𝚎𝚍 𝙼𝚊𝚖𝚊𝚜🌿),4 large spoonfuls of mayo,spoonfuls of mayo,4.0,large
Vegetarian Halal Cart-Style Chick’n and Rice 𝓥𝓖 (𝙿𝚕𝚊𝚗𝚝 𝙱𝚊𝚜𝚎𝚍 𝙼𝚊𝚖𝚊𝚜🌿),1 single serving size of plain Greek yogurt,serving size of plain greek yogurt,1.0,single
Vegetarian Halal Cart-Style Chick’n and Rice 𝓥𝓖 (𝙿𝚕𝚊𝚗𝚝 𝙱𝚊𝚜𝚎𝚍 𝙼𝚊𝚖𝚊𝚜🌿),1/2 TSP fresh dill (dried works too),dill works too,0.5,tsp
Vegetarian Halal Cart-Style Chick’n and Rice 𝓥𝓖 (𝙿𝚕𝚊𝚗𝚝 𝙱𝚊𝚜𝚎𝚍 𝙼𝚊𝚖𝚊𝚜🌿),1/2 TBSP Turmeric for color,turmeric,0.5,tbsp
Vegetarian Halal Cart-Style Chick’n and Rice 𝓥𝓖 (𝙿𝚕𝚊𝚗𝚝 𝙱𝚊𝚜𝚎𝚍 𝙼𝚊𝚖𝚊𝚜🌿),2 TBSP lemon juice,lemon juice,2.0,tbsp
Vegetarian Halal Cart-Style Chick’n and Rice 𝓥𝓖 (𝙿𝚕𝚊𝚗𝚝 𝙱𝚊𝚜𝚎𝚍 𝙼𝚊𝚖𝚊𝚜🌿),1 TBSP oregano,oregano,1.0,tbsp
Vegetarian Halal Cart-Style Chick’n and Rice 𝓥𝓖 (𝙿𝚕𝚊𝚗𝚝 𝙱𝚊𝚜𝚎𝚍 𝙼𝚊𝚖𝚊𝚜🌿),1 entire package of Gardein Meatless Chick’n Strips,package of gardein meatless chick’n strips,1.0,entire
Vegetarian Halal Cart-Style Chick’n and Rice 𝓥𝓖 (𝙿𝚕𝚊𝚗𝚝 𝙱𝚊𝚜𝚎𝚍 𝙼𝚊𝚖𝚊𝚜🌿),3rd for halal,3rd,1.0,piece
Yellow Rice with Vermicelli الرز الأصفر مع شعريه,1/3 cup vermicelli,vermicelli,0.3333333333333333,cup
Yellow Rice with Vermicelli الرز الأصفر مع شعريه,1/8 teaspoon saffron food color,saffron food color,0.125,teaspoon
Yellow Rice with Vermicelli الرز الأصفر مع شعريه,1 chicken bouillon cubes,bouillon cubes,1.0,chicken
Yellow Rice with Vermicelli الرز الأصفر مع شعريه,11/3 cup water boiling,water boiling,3.6666666666666665,cup
Yellow Rice with Vermicelli الرز الأصفر مع شعريه,1 teaspoon ghee home made,ghee home made,1.0,teaspoon
Burrito,1 pack Yellow rice,yellow rice,1.0,pack
Burrito,3 Tbsp. finely chopped fresh cilantro,tbsp. cilantro,3.0,piece
Burrito,"1 bell peppers, thinly sliced",peppers,1.0,bell
Burrito,1-2 Tbsp. taco seasoning (homemade or store-bought)* I use Siete brand,1-2 tbsp. taco seasoning homemade or store-,1.0,piece
Burrito,2 tsp. hot sauce,tsp. hot sauce,2.0,piece
Burrito,1/2 tsp. ground cumin,tsp. cumin,0.5,piece
Burrito,1 ripe avocado,avocado,1.0,ripe
Quick Ground Turkey 🦃 Chili 🌶️,3 pounds lean ground turkey,lean turkey,3.0,pounds
Quick Ground Turkey 🦃 Chili 🌶️,1/4 teaspoon ground cumin,cumin,0.25,teaspoon
Quick Ground Turkey 🦃 Chili 🌶️,1/2 tablespoon Sazon with achiote,sazon with achiote,0.5,tablespoon
Quick Ground Turkey 🦃 Chili 🌶️,3 Next sauté your ground turkey until no pink remains ……,sauté your turkey until no pink remains ……,3.0,next
Quick Ground Turkey 🦃 Chili 🌶️,6 Top each serving with triple shredded cheddar cheese and enjoy 😉!,,6.0,top
Quick Ground Turkey 🦃 Chili 🌶️,Turkey Chili Turkey Chili inspired by recipe here: https://jdboelter.blogspot.com/2015/10/turkey-chili-recipe-nyt-cooking_30.html Oanh Luong,turkey chili turkey chili inspired by recipe here: https://jdboelter.blogspot.com/2015/10/turkey-chili-recipe-nyt-cooking_30.html oanh luong,1.0,piece
Indonesian Rendang and Yellow Rice,2 lemongrass,lemongrass,2.0,piece
Indonesian Rendang and Yellow Rice,2 cm galangal,galangal,2.0,cm
Indonesian Rendang and Yellow Rice,8 shallots,shallots,8.0,piece
Indonesian Rendang and Yellow Rice,5 candlenuts,candlenuts,5.0,piece
Indonesian Rendang and Yellow Rice,2 packets Indofood Rendang paste,indofood rendang paste,2.0,packets
Indonesian Rendang and Yellow Rice,3 cups rice,rice,3.0,cups
Indonesian Rendang and Yellow Rice,1 lemongrass,lemongrass,1.0,piece
Brown Rice Pudding with Dried Cranberries and Almond Milk,1 cup brown rice (about 200 grams),brown rice about 200 grams,1.0,cup
Brown Rice Pudding with Dried Cranberries and Almond Milk,1 splash almond extract,almond extract,1.0,splash
Brown Rice Pudding with Dried Cranberries and Almond Milk,3.5 oz dried cranberries (about 100 grams),cranberries about 100 grams,3.5,oz
Brown Rice Pudding with Dried Cranberries and Almond Milk,"3 Let it simmer for a few more minutes, then turn off the heat.",it simmer,3.0,let
Brown Rice Pudding with Dried Cranberries and Almond Milk,2smile spicy queso dip,2smile spicy queso dip,1.0,piece
Rice Atole without Milk with Splenda,1/4 cup rice,rice,0.25,cup
Rice Atole without Milk with Splenda,2 packets Splenda,splenda,2.0,packets
Rice Atole without Milk with Splenda,1 handful raisins,raisins,1.0,handful
Rice Atole without Milk with Splenda,1 tablespoon cornstarch,cornstarch,1.0,tablespoon
Milk Chocolate and Puffed Rice Brownies,2 eggs,eggs,2.0,piece
Milk Chocolate and Puffed Rice Brownies,"No-Fail Rice Cooker Brownie Chocolate Cake No-Fail Rice Cooker Brownie Chocolate Cake Guaranteed success for beginners on the first try! Even without an oven, you can easily make a delicious classic brownie cake using a rice cooker at home ♡ FB:www.facebook.com/AnshaCuisine Tips ＊There are 2 ways to use a Tatung rice cooker, which affect the texture: 1. Use it like an electric rice cooker, without adding water to the outer pot. 2. Add 1 cup of water to the outer pot and steam-bake. Once it switches off, let it sit to finish cooking. (Note: The rice cooker is designed to have water in the outer pot, so using the first method might be improper!) ＊The heat and timing for each brand of rice cooker or electric cooker may vary. The total time is about 40-50 minutes. 安夏 Translated from Cookpad Taiwan",no-fail rice cooker brownie chocolate cake no-fail rice cooker brownie chocolate cake guaranteed success,1.0,piece
Traditional Rice Pudding with Cornstarch and Vanilla,1/2 cup medium-grain rice (about 100 grams),medium-grain rice about 100 grams,0.5,cup
Traditional Rice Pudding with Cornstarch and Vanilla,2 cups water (about 480 ml),water about 480 ml,2.0,cups
Traditional Rice Pudding with Cornstarch and Vanilla,2 tablespoons cornstarch (about 16 grams),cornstarch about 16 grams,2.0,tablespoons
Traditional Rice Pudding with Cornstarch and Vanilla,1 teaspoon vanilla extract,vanilla extract,1.0,teaspoon
Traditional Rice Pudding with Cornstarch and Vanilla,"3 Simmer for 10 minutes, until the rice starts to soften.",,3.0,simmer
Sweet Saffron Rice (Meethe Kesariya Chawal),1 cup rice (about 200 grams),rice about 200 grams,1.0,cup
Sweet Saffron Rice (Meethe Kesariya Chawal),1/4 cup ghee (about 60 ml),ghee about 60 ml,0.25,cup
Sweet Saffron Rice (Meethe Kesariya Chawal),"1/2 teaspoon saffron threads, soaked in 2 teaspoons milk",saffron threads,0.5,teaspoon
Sweet Saffron Rice (Meethe Kesariya Chawal),"1 teaspoon pistachios, finely chopped",pistachios,1.0,teaspoon
Simple and Delicious Rice Pudding,1/2 cup Carolina rice (about 100 grams),carolina rice about 100 grams,0.5,cup
Simple and Delicious Rice Pudding,1 3/4-2 cups water (400-450 grams),3/4-2 cups water 400-450 grams,1.0,piece
Simple and Delicious Rice Pudding,1/2 teaspoon vanilla,vanilla,0.5,teaspoon
Simple and Delicious Rice Pudding,4-5 tablespoons cornstarch,4-5 tablespoons cornstarch,1.0,piece
"Creamy, Aromatic Rice Pudding with Cornstarch",1/2 cup short-grain or Carolina rice (about 100 grams),short-grain or carolina rice about 100 grams,0.5,cup
"Creamy, Aromatic Rice Pudding with Cornstarch",1 packet vanilla-flavored cornstarch pudding mix,vanilla-flavored cornstarch pudding mix,1.0,packet
Rice Pudding with Vanilla Cornstarch,3/4 cup medium-grain or Carolina rice (about 150 grams),medium-grain or carolina rice about 150 grams,0.75,cup
Rice Pudding with Vanilla Cornstarch,2 1/2 cups water (about 600 ml),1/2 cups water about 600 ml,2.0,piece
Rice Pudding with Vanilla Cornstarch,1 packet vanilla-flavored cornstarch pudding mix,vanilla-flavored cornstarch pudding mix,1.0,packet
Mom's Rizogalo (Greek Rice Pudding),4 tablespoons Carolina rice,carolina rice,4.0,tablespoons
Mom's Rizogalo (Greek Rice Pudding),"2 tablespoons cornstarch, leveled",cornstarch leveled,2.0,tablespoons
Mom's Rizogalo (Greek Rice Pudding),1 packet vanilla,vanilla,1.0,packet
Mom's Rizogalo (Greek Rice Pudding),6 Good luck!,luck!,6.0,good
Homemade Rice Pudding,1 cup Carolina rice (about 200 grams),carolina rice about 200 grams,1.0,cup
Homemade Rice Pudding,2 tablespoons cornstarch (about 16 grams),cornstarch about 16 grams,2.0,tablespoons
Homemade Rice Pudding,"5 Stir for about a minute, then turn off the heat and let it cool.",,5.0,stir
Homemade Rice Pudding,"7 Once it reaches room temperature, sprinkle with cinnamon.",it reaches room temperature sprinkle with cinnamon.,7.0,once
Classic Rice Pudding,1 1/4 cups rice (250 grams),1/4 cups rice 250 grams,1.0,piece
Grandma's Rice Pudding,3/4 cup medium-grain or Carolina rice (about 150 grams),medium-grain or carolina rice about 150 grams,0.75,cup
Grandma's Rice Pudding,2 1/2 cups water (about 600 ml) for boiling the rice,1/2 cups water about 600 ml,2.0,piece
Grandma's Rice Pudding,3 heaping tablespoons cornstarch (about 40 grams),tablespoons cornstarch about 40 grams,3.0,heaping
Grandma's Rice Pudding,2 packets vanilla extract,vanilla extract,2.0,packets
Rice Pudding (Lidl Bread Maker),"3/4 cup short-grain rice (about 175 grams, such as Arborio or Valencia)",short-grain rice about 175 grams such as arborio or valencia,0.75,cup
Rice Pudding (Lidl Bread Maker),2 star anise,anise,2.0,star
Rice Pudding (Lidl Bread Maker),"5 Before serving, sprinkle ground cinnamon on top if desired.",serving sprinkle cinnamon on top if desired.,5.0,before
Creamy Rice Pudding,1/2 cup uncooked short-grain rice (85 grams),uncooked short-grain rice 85 grams,0.5,cup
Creamy Rice Pudding,2 cinnamon sticks,sticks,2.0,cinnamon
My Mom's Rice Pudding,1 cup rice,rice,1.0,cup
Rizogalo (Greek Rice Pudding),4 tablespoons short-grain rice,short-grain rice,4.0,tablespoons
Rizogalo (Greek Rice Pudding),1 cup water,water,1.0,cup
Rizogalo (Greek Rice Pudding),2 tablespoons cornstarch,cornstarch,2.0,tablespoons
Kesar Mewa Sweet Rice,2 cups basmati rice (about 400 grams),basmati rice about 400 grams,2.0,cups
Kesar Mewa Sweet Rice,4 tablespoons ghee (about 60 grams),ghee about 60 grams,4.0,tablespoons
Kesar Mewa Sweet Rice,1 pinch saffron strands,saffron strands,1.0,pinch
Kesar Mewa Sweet Rice,1/2 teaspoon yellow food coloring,yellow food coloring,0.5,teaspoon
Kesar Mewa Sweet Rice,"6 cups water (about 1.4 liters), as needed",water about 1.4 liters as needed,6.0,cups
Cheesy Cauliflower Rice,2 packs (10 ounces) frozen riced cauliflower (any flavor),10 ounces riced cauliflower any flavor,2.0,packs
Cheesy Cauliflower Rice,1 pack (16 ounces) frozen Brussel sprouts,16 ounces brussel sprouts,1.0,pack
Cheesy Cauliflower Rice,2 jars (14.5 ounces) Prego Creamy Cheddar Cheese Sauce,14.5 ounces prego creamy cheddar cheese sauce,2.0,jars
Pandan Crepes with Mango Sticky Rice – Easy Thai-Style Dessert for Selling,2 large eggs,eggs,2.0,large
Pandan Crepes with Mango Sticky Rice – Easy Thai-Style Dessert for Selling,1 teaspoon vanilla extract,vanilla extract,1.0,teaspoon
Pandan Crepes with Mango Sticky Rice – Easy Thai-Style Dessert for Selling,2 tablespoons pandan juice,pandan juice,2.0,tablespoons
Pandan Crepes with Mango Sticky Rice – Easy Thai-Style Dessert for Selling,"1 ripe mango, diced",mango,1.0,ripe
Pandan Crepes with Mango Sticky Rice – Easy Thai-Style Dessert for Selling,"2/3 cup sweetened sticky rice (150 grams, store-bought is fine)",sweetened sticky rice 150 grams store-,0.6666666666666666,cup
Omurice (Japanese Omelet Rice) You’ll Want to Make for Someone Special,1 bowl cooked rice (about 1 cup or 150 grams),rice about 1 cup or 150 grams,1.0,bowl
Omurice (Japanese Omelet Rice) You’ll Want to Make for Someone Special,1 tablespoon ketchup,ketchup,1.0,tablespoon
Omurice (Japanese Omelet Rice) You’ll Want to Make for Someone Special,1 teaspoon soy sauce,soy sauce,1.0,teaspoon
Omurice (Japanese Omelet Rice) You’ll Want to Make for Someone Special,1 teaspoon mayonnaise,mayonnaise,1.0,teaspoon
Panang Chicken Breast with Almond Milk,0.9 oz Mae Ploy Panang curry paste (25 grams),mae ploy panang curry paste 25 grams,0.9,oz
Arroz con Leche,1 cup rice,rice,1.0,cup
Arroz con Leche,5-minute Ambrosia salad,5-minute ambrosia salad,1.0,piece
Delicious Ketchup Rice Omurice,1 cup cooked rice (about 200g),rice about 200g,1.0,cup
Delicious Ketchup Rice Omurice,1/4 onion (about 1.75 oz / 50g),about 1.75 oz / 50g,0.25,onion
Delicious Ketchup Rice Omurice,1 hot dog sausage,dog sausage,1.0,hot
Delicious Ketchup Rice Omurice,2 tablespoons ketchup,ketchup,2.0,tablespoons
Delicious Ketchup Rice Omurice,2 eggs,eggs,2.0,piece
Delicious Ketchup Rice Omurice,1 teaspoon mayonnaise,mayonnaise,1.0,teaspoon
Delicious Ketchup Rice Omurice,"14 On January 31, 2017, this recipe became popular. Thank you for your support!",january 31 2017 this recipe became popular. thank you,14.0,on
Delicious Ketchup Rice Omurice,67luna おいしかったです(^^),67luna おいしかったです^^,1.0,piece
Mango Sticky Rice Ice Cream Cups,1 ripe mango,mango,1.0,ripe
Mango Sticky Rice Ice Cream Cups,3.5 oz sweet sticky rice (about 100 grams),sweet sticky rice about 100 grams,3.5,oz
Arroz con leche,1 1/2 cups rice (about 285 grams),1/2 cups rice about 285 grams,1.0,piece
Arroz con leche,1 stick cinnamon,cinnamon,1.0,stick
Arroz con leche,1 cup raisins (about 150 grams),raisins about 150 grams,1.0,cup
Arroz con leche,1 lemon,lemon,1.0,piece
Arroz con leche,3 cups water (about 710 ml),water about 710 ml,3.0,cups
Arroz con leche,5 Let it simmer for 10 minutes.,it simmer,5.0,let
Arroz con leche,6 Serve topped with ground cinnamon.,topped with cinnamon.,6.0,serve
Fluffy One-Egg Butter Rice Omurice,1 1/2 cups uncooked rice (about 270 grams),1/2 cups uncooked rice about 270 grams,1.0,piece
Fluffy One-Egg Butter Rice Omurice,3 hot dog sausages,dog sausages,3.0,hot
Fluffy One-Egg Butter Rice Omurice,2 tablespoons ketchup,ketchup,2.0,tablespoons
Fluffy One-Egg Butter Rice Omurice,2 tablespoons Worcestershire-style sauce,worcestershire-style sauce,2.0,tablespoons
Brown Rice Risotto with Leek Cream and Shrimp Tails,3/4 cup brown rice (100 grams),brown rice 100 grams,0.75,cup
Brown Rice Risotto with Leek Cream and Shrimp Tails,4 1/4 oz shrimp tails (120 grams),1/4 oz shrimp tails 120 grams,4.0,piece
Arroz con Leche,1 1/2 cups water,1/2 cups water,1.0,piece
Arroz con Leche,1 piece lemon peel,lemon peel,1.0,piece
Vegan Rice Pudding Made with Leftover Brown Rice,1 cup cooked brown rice (about 195 grams),brown rice about 195 grams,1.0,cup
Vegan Rice Pudding Made with Leftover Brown Rice,1 stick cinnamon,cinnamon,1.0,stick
Pittu (besan dosa),2 cups besan,besan,2.0,cups
Pittu (besan dosa),2-3 tsp Chopped coriander,2-3 tsp coriander,1.0,piece
Pittu (besan dosa),1/2 tsp Turmeric,turmeric,0.5,tsp
Sour Curry with Fish and Pickled Bamboo Shoots,3 1/2 oz pickled bamboo shoots,1/2 oz pickled bamboo shoots,3.0,piece
Sour Curry with Fish and Pickled Bamboo Shoots,1/2 tablespoon tamarind juice,tamarind juice,0.5,tablespoon
Sour Curry with Fish and Pickled Bamboo Shoots,1 cup water,water,1.0,cup
Sour Curry with Fish and Pickled Bamboo Shoots,1 head shallot,shallot,1.0,head
Sour Curry with Fish and Pickled Bamboo Shoots,3 slices turmeric,turmeric,3.0,slices
Sour Curry with Fish and Pickled Bamboo Shoots,1 teaspoon shrimp paste,shrimp paste,1.0,teaspoon
Sour Eggplant with Small Fish Curry /আম-বেগুনে ছোট মাছের চচ্চরি,1 bay leaf,leaf,1.0,bay
Thai chicken curry,150 grams Copied fresh basil or coriander,copied basil or coriander,150.0,grams
Thai chicken curry,2 Abc,abc,2.0,piece
Thai Sour Curry with Mixed Vegetables and Sea Bass,2 tablespoons tamarind paste (about 30 grams),tamarind paste about 30 grams,2.0,tablespoons
Thai Sour Curry with Mixed Vegetables and Sea Bass,4 Serve with a Thai-style omelet for a perfect pairing.,with a thai-style omelet,4.0,serve
Gaeng Som (Thai Sour Curry) with Mixed Vegetables and Mackerel,"1 daikon radish, sliced",radish,1.0,daikon
Gaeng Som (Thai Sour Curry) with Mixed Vegetables and Mackerel,1.1 lbs (500 grams) chive flowers,500 grams chive flowers,1.1,lbs
Gaeng Som (Thai Sour Curry) with Mixed Vegetables and Mackerel,5 medium mackerel,mackerel,5.0,medium
Gaeng Som (Thai Sour Curry) with Mixed Vegetables and Mackerel,7 oz (200 grams) Gaeng Som curry paste,200 grams gaeng som curry paste,7.0,oz
Gaeng Som (Thai Sour Curry) with Mixed Vegetables and Mackerel,4 tablespoons tamarind paste (or to taste),tamarind paste or to taste,4.0,tablespoons
Sour Bamboo Shoot Fish Curry,200 g pickled bamboo shoots,pickled bamboo shoots,200.0,g
Sour Bamboo Shoot Fish Curry,1 stalk lemongrass,lemongrass,1.0,stalk
Sour Bamboo Shoot Fish Curry,2 shallots,shallots,2.0,piece
Sour Bamboo Shoot Fish Curry,10 dried chilies,chilies,10.0,dried
Sour Bamboo Shoot Fish Curry,1 tablespoon Knorr seasoning,knorr seasoning,1.0,tablespoon
Sour Bamboo Shoot Fish Curry,2 cups water (about 500 ml),water about 500 ml,2.0,cups
Thai Sour Curry with Canned Fish (No Fermented Fish),4 Serve.,serve.,4.0,piece
Thai Sour Curry with Mixed Vegetables (Kaeng Som Pak Ruam),1 head cauliflower,cauliflower,1.0,head
Thai Sour Curry with Mixed Vegetables (Kaeng Som Pak Ruam),1 plate of dok kajorn flowers (or substitute with squash blossoms or another edible flower),of dok kajorn flowers or substitute with squash blossoms or another edible flower,1.0,plate
Thai Sour Curry with Mixed Vegetables (Kaeng Som Pak Ruam),2-3 tablespoons tamarind paste,2-3 tablespoons tamarind paste,1.0,piece
Thai Sour Curry with Mixed Vegetables (Kaeng Som Pak Ruam),3 Stir to combine.,to combine.,3.0,stir
Pork Rib and Jackfruit Curry without Shrimp Paste and Fermented Soybeans (Kaeng Khanun),3 pieces young jackfruit,young jackfruit,3.0,pieces
Pork Rib and Jackfruit Curry without Shrimp Paste and Fermented Soybeans (Kaeng Khanun),5 large dried chilies,chilies,5.0,large
Pork Rib and Jackfruit Curry without Shrimp Paste and Fermented Soybeans (Kaeng Khanun),5 shallots,shallots,5.0,piece
Pork Rib and Jackfruit Curry without Shrimp Paste and Fermented Soybeans (Kaeng Khanun),1 small stalk lemongrass,stalk lemongrass,1.0,small
Pork Rib and Jackfruit Curry without Shrimp Paste and Fermented Soybeans (Kaeng Khanun),1/2 tablespoon galangal,galangal,0.5,tablespoon
Pork Rib and Jackfruit Curry without Shrimp Paste and Fermented Soybeans (Kaeng Khanun),1 tablespoon peanuts,peanuts,1.0,tablespoon
Thai Sour Curry Recipe •Climbing Wattle Omelette and Shrimps •Gaeng Som Chaom Goong,100 g. Shrimp meat,g. shrimp meat,100.0,piece
Thai Sour Curry Recipe •Climbing Wattle Omelette and Shrimps •Gaeng Som Chaom Goong,8 pcs. Shrimps,pcs. shrimps,8.0,piece
Thai Sour Curry Recipe •Climbing Wattle Omelette and Shrimps •Gaeng Som Chaom Goong,8 pcs. Shallot,pcs. shallot,8.0,piece
Thai Sour Curry Recipe •Climbing Wattle Omelette and Shrimps •Gaeng Som Chaom Goong,1 pack. Climbing wattle,pack. climbing wattle,1.0,piece
Thai Sour Curry Recipe •Climbing Wattle Omelette and Shrimps •Gaeng Som Chaom Goong,4 Eggs,eggs,4.0,piece
Thai Sour Curry Recipe •Climbing Wattle Omelette and Shrimps •Gaeng Som Chaom Goong,1.5 tbsp. Shrimp paste,tbsp. shrimp paste,1.5,piece
Thai Sour Curry Recipe •Climbing Wattle Omelette and Shrimps •Gaeng Som Chaom Goong,1/4 cup. Water,cup. water,0.25,piece
Thai Sour Curry Recipe •Climbing Wattle Omelette and Shrimps •Gaeng Som Chaom Goong,4.5 cup. Water,cup. water,4.5,piece
Thai Sour Curry Recipe •Climbing Wattle Omelette and Shrimps •Gaeng Som Chaom Goong,1/2 cup. Tamarind juice,cup. tamarind juice,0.5,piece
Katla fish curry with raw mango,1 raw mango cut into slices,mango cut into slices,1.0,raw
Katla fish curry with raw mango,1 tsp nigella seeds,nigella seeds,1.0,tsp
Katla fish curry with raw mango,1 tbsp turmeric mixed with water,turmeric mixed with water,1.0,tbsp
Katla fish curry with raw mango,5 tsp mustard paste,mustard paste,5.0,tsp
Katla fish curry with raw mango,1/4 cup water or as required,water or as required,0.25,cup
Sour curry with White radish and fry fish,"1 White radish, cut",radish cut,1.0,white
Sour curry with White radish and fry fish,30 g Baby broccoli,baby broccoli,30.0,g
Sour curry with White radish and fry fish,3 tbsps Tamarind,tamarind,3.0,tbsps
Sour curry with White radish and fry fish,1 l water,water,1.0,l
Sour curry with White radish and fry fish,15 Chllies,chllies,15.0,piece
Sour curry with White radish and fry fish,2 garlic cloves clove,cloves clove,2.0,garlic
Sour curry with White radish and fry fish,3 shallot,shallot,3.0,piece
Sour curry with White radish and fry fish,1 tbsp turmeric,turmeric,1.0,tbsp
