title,ingredients,instructions,servings,cook_time,url,scraped_at,ingredients_per_person
Sour Bamboo Shoot Fish Curry,"5 pieces fish, sliced | 200 g pickled bamboo shoots | 1 stalk lemongrass | 2 shallots | 10 dried chilies | 3 kaffir lime leaves | 1 tablespoon Knorr seasoning | 1 green onion, cut into pieces | 2 cups water (about 500 ml) | 1 Boil the pickled bamboo shoots and rinse once. | 2 Add water to a pot and bring to a boil. | 4 Season with fermented fish sauce and Knorr seasoning. | 6 Finish with green onion pieces and basil leaves, if available. | 7 Serve in a bowl and enjoy your meal!","pieces fish, sliced | g pickled bamboo shoots | stalk lemongrass | kaffir lime leaves | /2 ladle fermented fish sauce | tablespoon Knorr seasoning | green onion, cut into pieces | cups water (about 500 ml) | Boil the pickled bamboo shoots and rinse once. | Add water to a pot and bring to a boil. | Pound the dried chilies, shallots, lemongrass, and kaffir lime leaves, then add to the pot. | Season with fermented fish sauce and Knorr seasoning. | When the water boils, add the fish followed by the pickled bamboo shoots. Avoid stirring too much to prevent the fish from becoming fishy. | Finish with green onion pieces and basil leaves, if available. | Serve in a bowl and enjoy your meal!",,,https://cookpad.com/eng/recipes/4387072,2025-08-07T19:12:48.469732,"5 pieces fish, sliced | 200 g pickled bamboo shoots | 1 stalk lemongrass | 2 shallots | 10 dried chilies | 3 kaffir lime leaves | 1 tablespoon Knorr seasoning | 1 green onion, cut into pieces | 2 cups water (about 500 ml) | 1 Boil the pickled bamboo shoots and rinse once. | 2 Add water to a pot and bring to a boil. | 4 Season with fermented fish sauce and Knorr seasoning. | 6 Finish with green onion pieces and basil leaves, if available. | 7 Serve in a bowl and enjoy your meal!"
Thai Sour Curry with Canned Fish (No Fermented Fish),"1 Bring water to a boil and add the curry paste, stirring to dissolve. | 2 Mash the canned fish finely and add it to the curry pot. Wait until it boils. | 3 Add the prepared vegetables and season to taste. | 4 Serve.","Sour curry paste | Bring water to a boil and add the curry paste, stirring to dissolve. | Mash the canned fish finely and add it to the curry pot. Wait until it boils. | Add the prepared vegetables and season to taste. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Monster steak and shrimp burritos | Chicken Breast Fritters | Caramel Muffins, Top with caramel apple and walnuts | FLOUNDER FILET STUFFED WITH CRAB MEAT. JON STYLE | Taiwanese sponge cake | California Farm Olives",,,https://cookpad.com/eng/recipes/15273123,2025-08-07T19:12:53.363238,"1 Bring water to a boil and add the curry paste, stirring to dissolve. | 2 Mash the canned fish finely and add it to the curry pot. Wait until it boils. | 3 Add the prepared vegetables and season to taste. | 4 Serve."
Thai Sour Curry with Mixed Vegetables (Kaeng Som Pak Ruam),"1 head cauliflower | 1 plate of dok kajorn flowers (or substitute with squash blossoms or another edible flower) | 2-3 tablespoons red curry paste (kaeng som paste) | 2 tablespoons palm sugar (about 30 grams) | 2-3 tablespoons fish sauce | 2-3 tablespoons tamarind paste | 2 Add the cauliflower, cabbage, and dok kajorn flowers (or substitute). | 3 Stir to combine.","head cauliflower | plate of dok kajorn flowers (or substitute with squash blossoms or another edible flower) | -3 tablespoons red curry paste (kaeng som paste) | tablespoons palm sugar (about 30 grams) | -3 tablespoons fish sauce | -3 tablespoons tamarind paste | Dissolve the kaeng som curry paste in water in a pot and bring to a boil. Season with palm sugar, fish sauce, and tamarind paste. Taste and adjust the seasoning as desired, then add the shrimp. | Add the cauliflower, cabbage, and dok kajorn flowers (or substitute). | Stir to combine. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Easy Chicken Chow Mein",,,https://cookpad.com/eng/recipes/15280857,2025-08-07T19:12:58.038943,"1 head cauliflower | 1 plate of dok kajorn flowers (or substitute with squash blossoms or another edible flower) | 2-3 tablespoons red curry paste (kaeng som paste) | 2 tablespoons palm sugar (about 30 grams) | 2-3 tablespoons fish sauce | 2-3 tablespoons tamarind paste | 2 Add the cauliflower, cabbage, and dok kajorn flowers (or substitute). | 3 Stir to combine."
Pork Rib and Jackfruit Curry without Shrimp Paste and Fermented Soybeans (Kaeng Khanun),1 rack pork ribs | 3 pieces young jackfruit | 3/4 cup small sour eggplants | 1 cup cha-om and betel leaves | 5 large dried chilies | 1 head garlic | 5 shallots | 2 teaspoons prickly ash | 1 small stalk lemongrass | 1/2 tablespoon galangal | 1 tablespoon peanuts | 1 teaspoon salt,"pieces young jackfruit | /4 cup small sour eggplants | cup cha-om and betel leaves | large dried chilies | teaspoons prickly ash | small stalk lemongrass | /2 tablespoon galangal | tablespoon peanuts | Season with fish sauce and tamarind juice to taste | Clean the pork ribs thoroughly and simmer until tender. Wash the jackfruit and soak in salt water, then cut into desired pieces, removing any hard parts. Boil together with the pork ribs, adding a little salt. | Peel the shallots and garlic, wash them along with the galangal and lemongrass, and soak the dried chilies until soft. Remove the chili seeds, then blend with galangal, lemongrass, prickly ash, and peanuts, adding a little salt. Use a bit of pork broth to help blend smoothly. | Pour the curry paste into the pot with the pork broth and jackfruit. Cover and simmer on low heat until the flavors meld, then add the small sour eggplants. | Once the eggplants release their juice, taste and add more tamarind juice if it's not tangy enough. You can also add fish sauce since there's no shrimp paste. Finally, add the betel leaves and cha-om. | Simmer for a short while longer, and the pork rib and jackfruit curry is ready to serve. https://youtu.be/5rHn0qZPfE8?feature=shared | Pears as marmalade - a very simple pear jam recipe!",2,30 mins,https://cookpad.com/eng/recipes/17249541,2025-08-07T19:13:01.638853,1/2 rack pork ribs | 1 1/2 pieces young jackfruit | 3/8 cup small sour eggplants | 1/2 cup cha-om and betel leaves | 2 1/2 large dried chilies | 1/2 head garlic | 2 1/2 shallots | 1 teaspoons prickly ash | 1/2 small stalk lemongrass | 1/4 tablespoon galangal | 1/2 tablespoon peanuts | 1/2 teaspoon salt
Thai Sour Curry Recipe •Climbing Wattle Omelette and Shrimps •Gaeng Som Chaom Goong,100 g. Shrimp meat | 8 pcs. Shrimps | 8 pcs. Shallot | 1 pack. Climbing wattle | 4 Eggs | 15 pcs. Long Dried Red Chili | 1.5 tbsp. Shrimp paste | 50 g. Finger root | 1/4 cup. Water | 6 tbsp. Vegetable oil | 4.5 cup. Water | 3 tbsp. Fish sauce | 1/2 tbsp. Salt | 2 tbsp. Palm Sugar | 1/2 cup. Tamarind juice | 2.5 tbsp. Lime juice | 3 ingredient peanut butter cookies (flourless),pack. Climbing wattle | pcs. Long Dried Red Chili | 5 tbsp. Shrimp paste | tbsp. Vegetable oil | tbsp. Fish sauce | tbsp. Palm Sugar | /2 cup. Tamarind juice | 5 tbsp. Lime juice | Home made Curry Paste • blend dried chili + finger root +shrimp paste + shallot together as shown | Blanch shrimp and pound together with homemade curry •add curry in stock + salt + fish sauce + palm sugar + tamarind juice | Make Omelette • Climbing wattle+ Egg + fish sauce • cut into pieces and add in curry + shrimps before serve add lime juice • Done..!😋😋 | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter,3,30 mins,https://cookpad.com/eng/recipes/13967036,2025-08-07T19:13:06.097110,33 1/3 g. Shrimp meat | 2 2/3 pcs. Shrimps | 2 2/3 pcs. Shallot | 1/3 pack. Climbing wattle | 1 1/3 Eggs | 5 pcs. Long Dried Red Chili | 1/2 tbsp. Shrimp paste | 16 2/3 g. Finger root | 1/12 cup. Water | 2 tbsp. Vegetable oil | 1 1/2 cup. Water | 1 tbsp. Fish sauce | 1/6 tbsp. Salt | 2/3 tbsp. Palm Sugar | 1/6 cup. Tamarind juice | 5/6 tbsp. Lime juice | 1 ingredient peanut butter cookies (flourless)
Katla fish curry with raw mango,"2 katla fish pieces | 1 tsp salt | 1/2 tsp turmeric powder | 2 tbsp oil to fry the fish pieces | 1 tbsp mustard oil | 1 raw mango cut into slices | 1 tsp nigella seeds | 3 slit green chillies | 1 tbsp turmeric mixed with water | 5 tsp mustard paste | 1/4 cup water or as required | 1 tbsp sugar (OPTIONAL)Use only if the raw mango is too sour | 1 Smear the katla fish pieces with salt and turmeric powder. | 2 Now heat 2 tbsp mustard oil in a pan and once it is hot fry the katla fish pieces till golden brown. | 3 Now take a raw mango and peel it. | 4 Now take half the mango and slice it into small pieces. | 5 Again heat 1 tsp mustard oil in the same pan. Once hot add nigella seeds and dlit green chillies. | 6 Once it splutters, add the raw mango pieces. | 8 Now pour the mustard paste into the pan and cook for 2 minutes. | 10 Remove from the stove drizzle with little mustard oil and serve hot with steamed rice.",katla fish pieces | /2 tsp turmeric powder | tbsp oil to fry the fish pieces | tbsp mustard oil | raw mango cut into slices | tsp nigella seeds | slit green chillies | tbsp turmeric mixed with water | tsp mustard paste | /4 cup water or as required | tbsp sugar (OPTIONAL)Use only if the raw mango is too sour | Smear the katla fish pieces with salt and turmeric powder. | Now heat 2 tbsp mustard oil in a pan and once it is hot fry the katla fish pieces till golden brown. | Now take a raw mango and peel it. | Now take half the mango and slice it into small pieces.,2,45 mins,https://cookpad.com/eng/recipes/22597449,2025-08-07T19:13:10.347497,"1 katla fish pieces | 1/2 tsp salt | 1/4 tsp turmeric powder | 1 tbsp oil to fry the fish pieces | 1/2 tbsp mustard oil | 1/2 raw mango cut into slices | 1/2 tsp nigella seeds | 1 1/2 slit green chillies | 1/2 tbsp turmeric mixed with water | 2 1/2 tsp mustard paste | 1/8 cup water or as required | 1 tbsp sugar (OPTIONAL)Use only if the raw mango is too sour | 1/2 Smear the katla fish pieces with salt and turmeric powder. | 2 Now heat 2 tbsp mustard oil in a pan and once it is hot fry the katla fish pieces till golden brown. | 1 1/2 Now take a raw mango and peel it. | 2 Now take half the mango and slice it into small pieces. | 2 1/2 Again heat 1 tsp mustard oil in the same pan. Once hot add nigella seeds and dlit green chillies. | 3 Once it splutters, add the raw mango pieces. | 4 Now pour the mustard paste into the pan and cook for 2 minutes. | 10 Remove from the stove drizzle with little mustard oil and serve hot with steamed rice."
Sour curry with White radish and fry fish,"350 g Fish fillet | 1 White radish, cut | 1 carrot, cut | 30 g Baby broccoli | 20 g Green bean | 3 tbsps Tamarind | 1 l water | 15 Chllies | 2 garlic cloves clove | 3 shallot | 1 tbsp turmeric | 1 tbsp shrimp paste | 1 tbsp salt | 1 Prepare the vegetables and fish.","White radish, cut | Olive oil for fry | Curry pastes 🔥🔥🔥 | garlic cloves clove | tbsp shrimp paste | Prepare the vegetables and fish. | Heat the wok pour olive oil. When it hot add fish fry till turn to golden brown. Set aside. | Pound garlic cloves, shallot, chilli, shrimp paste, turmeric, salt till well done.(can use a blender) | Boiled water add curry paste, white radish, carrot when it cook seasoning with tamarind. Then add green bean, baby broccoli and fish. Serve with hot steam rice and fry egg😋 | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Basil fried rice",,,https://cookpad.com/eng/recipes/15267923,2025-08-07T19:13:15.236086,"350 g Fish fillet | 1 White radish, cut | 1 carrot, cut | 30 g Baby broccoli | 20 g Green bean | 3 tbsps Tamarind | 1 l water | 15 Chllies | 2 garlic cloves clove | 3 shallot | 1 tbsp turmeric | 1 tbsp shrimp paste | 1 tbsp salt | 1 Prepare the vegetables and fish."
Bihari Fish Curry,750 gms - 1 kg Rohu (you can take any fresh water fish too) | 3 Tomatoes | 2 medium onions | 2 tbsp Fresh Coriander Leaves | 1 tsp Cumin Powder | 1 tsp Coriander Powder | 2 tsp Red Chilli Powder | 1.5 tsp Turmeric Powder | 8-10 Garlic Cloves | 1/2 inch piece Ginger | 1/4 tsp Fenugreek Seeds / Methi Dana | 1 tbsp Yellow Mustard Seeds | 3/4 tsp Cumin Seeds | 1.5 tsp Coriander Seeds | 3-4 Cloves | 3 Green Cardamoms | 2 Bay Leaves | 1.5 Cups Mustard Oil | 1 tbsp Mango Pickle Oil / Masala | 1 Wash the Fish and cut into fillets.,gms - 1 kg Rohu (you can take any fresh water fish too) | -6 Green Chillies | tbsp Fresh Coriander Leaves | tsp Cumin Powder | tsp Coriander Powder | tsp Red Chilli Powder | 5 tsp Turmeric Powder | -10 Garlic Cloves | /2 inch piece Ginger | /4 tsp Fenugreek Seeds / Methi Dana | tbsp Yellow Mustard Seeds | /4 tsp Cumin Seeds | 5 tsp Coriander Seeds | 5 Cups Mustard Oil | tbsp Mango Pickle Oil / Masala,4-6,45 mins,https://cookpad.com/eng/recipes/15795325,2025-08-07T19:13:18.583778,187 1/2 gms - 1 kg Rohu (you can take any fresh water fish too) | 3/4 Tomatoes | 1/2 medium onions | 1/2 tbsp Fresh Coriander Leaves | 1/4 tsp Cumin Powder | 1/4 tsp Coriander Powder | 1/2 tsp Red Chilli Powder | 3/8 tsp Turmeric Powder | 2-10 Garlic Cloves | 1/8 inch piece Ginger | 1/16 tsp Fenugreek Seeds / Methi Dana | 1/4 tbsp Yellow Mustard Seeds | 3/16 tsp Cumin Seeds | 3/8 tsp Coriander Seeds | 3/4-4 Cloves | 3/4 Green Cardamoms | 1/2 Bay Leaves | 3/8 Cups Mustard Oil | 1/4 tbsp Mango Pickle Oil / Masala | 1/4 Wash the Fish and cut into fillets.
Sour Shark Fish Curry,"10-12 shark fish pieces/or any fish | 3-4 tbsp oil | 10 garlic cloves | 1 inch ginger | 3 tsp thick tamarind pulp | 1 tbsp paprika powder | 2 tsp turmeric powder | 1 tsp coriander powder | 1 tsp garam masala (optional | 1 glass water | 1 Marninate fish adding ½tsp of turmeric and some salt | 2 Grind garlic, ginger, paprika powder, turmeric, coriander powder, garam masala adding 3tbsp to oil to it | 3 In a kadai or vessel heat 1tbsp of oil and add in the grinded paste | 4 Let it cook untill it leaves oil from edges | 6 Add water as required | 7 Make tamarind paste | 8 Add salt as per taste and tamarind paste | 9 Give it a nice boil | 10 Add the fish and sim the flame and let cook | 11 Shark fish curry is now ready to serve","-12 shark fish pieces/or any fish | tsp thick tamarind pulp | tbsp paprika powder | tsp turmeric powder | tsp coriander powder | tsp garam masala (optional | -4 inches dry coconut (optional) | Marninate fish adding ½tsp of turmeric and some salt | Grind garlic, ginger, paprika powder, turmeric, coriander powder, garam masala adding 3tbsp to oil to it | In a kadai or vessel heat 1tbsp of oil and add in the grinded paste | Let it cook untill it leaves oil from edges | Dry Roast coconut untill it turns black and grind to to a coarse powder. Do not add water. Add the powder to the masala | Add water as required | Make tamarind paste | Add salt as per taste and tamarind paste",2,20 mins,https://cookpad.com/eng/recipes/13635374,2025-08-07T19:13:23.193521,"5-12 shark fish pieces/or any fish | 1 1/2-4 tbsp oil | 5 garlic cloves | 1/2 inch ginger | 1 1/2 tsp thick tamarind pulp | 1/2 tbsp paprika powder | 1 tsp turmeric powder | 1/2 tsp coriander powder | 1 tsp garam masala (optional | 1/2 glass water | 1/2 Marninate fish adding ½tsp of turmeric and some salt | 2 Grind garlic, ginger, paprika powder, turmeric, coriander powder, garam masala adding 3tbsp to oil to it | 1 1/2 In a kadai or vessel heat 1tbsp of oil and add in the grinded paste | 2 Let it cook untill it leaves oil from edges | 3 Add water as required | 3 1/2 Make tamarind paste | 4 Add salt as per taste and tamarind paste | 4 1/2 Give it a nice boil | 5 Add the fish and sim the flame and let cook | 11 Shark fish curry is now ready to serve"
Dahi katla fish curry,"2 pieces fish (medium size) | 1 tsp crushed black pepper | 2 tsp lime juice | 1+1/2 tbsp sour curd | 1 tbsp onion paste | 1/4 tsp fennel powder | 1/3 tsp Coriander powder | 1/2 tsp cumin powder | 1/2 tsp kashmiri red chilli powder | 1 tsp turmeric powder | 2 tbsp melting butter | 1 Marinated those fish pieces with lime juice, black pepper and salt for 10 minutes. Fried thz with 1 tbsp butter. | 2 Now mixing all others ingredients together....then Tempering it into butter. | 3 Cooked thz spices mix for 4-5 minutes. When oil came out from spices then added 1/2 cup water. | 4 Now added fish fries & cooked it with lid for 10 minutes again.","pieces fish (medium size) | tsp crushed black pepper | +1/2 tbsp sour curd | tbsp onion paste | /4 tsp fennel powder | /3 tsp Coriander powder | /2 tsp cumin powder | /2 tsp kashmiri red chilli powder | tsp turmeric powder | tbsp melting butter | Marinated those fish pieces with lime juice, black pepper and salt for 10 minutes. Fried thz with 1 tbsp butter. | Now mixing all others ingredients together....then Tempering it into butter. | Cooked thz spices mix for 4-5 minutes. When oil came out from spices then added 1/2 cup water. | Now added fish fries & cooked it with lid for 10 minutes again. | Pears as marmalade - a very simple pear jam recipe!",2,20 mins,https://cookpad.com/eng/recipes/13864638,2025-08-07T19:13:27.733205,"1 pieces fish (medium size) | 1/2 tsp crushed black pepper | 1 tsp lime juice | 1+1/4 tbsp sour curd | 1/2 tbsp onion paste | 1/8 tsp fennel powder | 1/6 tsp Coriander powder | 1/4 tsp cumin powder | 1/4 tsp kashmiri red chilli powder | 1/2 tsp turmeric powder | 1 tbsp melting butter | 1 Marinated those fish pieces with lime juice, black pepper and salt for 10 minutes. Fried thz with 1 tbsp butter. | 1 Now mixing all others ingredients together....then Tempering it into butter. | 3 Cooked thz spices mix for 4-5 minutes. When oil came out from spices then added 1/4 cup water. | 2 Now added fish fries & cooked it with lid for 10 minutes again."
"Fish thali - Rice with Fish curry, fish fry, and spiced buttermilk",500 gm fish | 2 medium size Onions | 3 medium size tomatoes | 1 Lemon size tamarind | 3 tsp chilli powder | 2 tsp coriander powder | 1/2 tsp turmeric powder | 1/4 tsp mustard seeds | 8 Methi(fenugreek) seeds | 2 green chilli | 1 spring curry leaves | 5 tbsp sesame oil | 6 spring coriander leaves | 1/2 tsp Kashmiri chilli powder | 1/2 tsp chilli powder | 1 tsp coriander powder | 1/2 tsp pepper powder | 1/4 tsp turmeric powder | 1/2 tsp garlic paste | 1/2 tsp ginger paste,medium size Onions | medium size tomatoes | Lemon size tamarind | tsp chilli powder | tsp coriander powder | /2 tsp turmeric powder | /4 tsp mustard seeds | Methi(fenugreek) seeds | spring curry leaves | -3 dried red chili | spring coriander leaves | /2 tsp Kashmiri chilli powder | /2 tsp chilli powder | tsp coriander powder | /2 tsp pepper powder,6,15 mins,https://cookpad.com/eng/recipes/13853374,2025-08-07T19:13:32.391844,83 1/3 gm fish | 1/3 medium size Onions | 1/2 medium size tomatoes | 1/6 Lemon size tamarind | 1/2 tsp chilli powder | 1/3 tsp coriander powder | 1/12 tsp turmeric powder | 0.04 tsp mustard seeds | 1 1/3 Methi(fenugreek) seeds | 1/3 green chilli | 1/6 spring curry leaves | 5/6 tbsp sesame oil | 1 spring coriander leaves | 1/12 tsp Kashmiri chilli powder | 1/12 tsp chilli powder | 1/6 tsp coriander powder | 1/12 tsp pepper powder | 0.04 tsp turmeric powder | 1/12 tsp garlic paste | 1/12 tsp ginger paste
Doi mucch fish in sour curd curry,4 fried rohu fish | 4 tablespoon onion paste | 2 tablespoon ginger garlic paste | 1 teaspoon cumin powder | 1 teaspoon coriander powder | 2 clove | 1/2 inch Cinnamon stick | 2 Green Cardamom | 4 tablespoon ghee(clarified butter)or butter | 1 teaspoon Sugar | 2 Green chilli | 200 gram Sour curd,"tablespoon onion paste | tablespoon ginger garlic paste | teaspoon cumin powder | teaspoon coriander powder | Whole Garam masala | /2 inch Cinnamon stick | tablespoon ghee(clarified butter)or butter | At first add whole garam masala on hot ghee.when it splutter add onion paste,fry till it become golden brown. | Then add ginger garlic paste,powdered masala,turmeric powdered(optional)one by one.Add salt and sugar to taste. After cook it for 2 minutes u will add curd and water as required.Then add fish.cover it and cook it for 10 minutes in low flame. | Now garnish the doi muchh with coriander leaf and green chilies.Serve it with hot steamed rice. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce",,2 mins,https://cookpad.com/eng/recipes/11591559,2025-08-07T19:13:36.377039,4 fried rohu fish | 4 tablespoon onion paste | 2 tablespoon ginger garlic paste | 1 teaspoon cumin powder | 1 teaspoon coriander powder | 2 clove | 1/2 inch Cinnamon stick | 2 Green Cardamom | 4 tablespoon ghee(clarified butter)or butter | 1 teaspoon Sugar | 2 Green chilli | 200 gram Sour curd
Achari Tel Ilish (Bengali Fish Curry),"2 pieces Hilsa fish, cleaned | 2 tbsp mustard oil | 1/2 tsp nigella seeds (kalonji) | 1/2 tsp turmeric powder | 1 tsp. red chilli powder | 1-2 tsp any pickle (I used mango pickle) | 1 tsp coriander leaves, chopped | 1 Make a paste with the turmeric powder, red chilli powder and 1/2 cup water. Keep aside. | 2 Marinate the fish pieces with a pinch of salt and turmeric powder for 10 minutes. | 3 Heat oil & fry the fish pieces slightly on both sides. Drain & keep aside. | 4 Temper the same oil with nigella seeds & green chilies. Saute for a few seconds. | 5 Add the paste and saute for a few seconds. | 6 Then add salt, pickle, 1/2 cup water and the fried fish. Bring it to a boil. Simmer on a medium flame for 2 minutes. | 7 Garnish with coriander leaves and serve with plain steamed rice.","pieces Hilsa fish, cleaned | tbsp mustard oil | /2 tsp nigella seeds (kalonji) | /2 tsp turmeric powder | tsp. red chilli powder | -3 green chilies, slit | -2 tsp any pickle (I used mango pickle) | tsp coriander leaves, chopped | Make a paste with the turmeric powder, red chilli powder and 1/2 cup water. Keep aside. | Marinate the fish pieces with a pinch of salt and turmeric powder for 10 minutes. | Heat oil & fry the fish pieces slightly on both sides. Drain & keep aside. | Temper the same oil with nigella seeds & green chilies. Saute for a few seconds. | Add the paste and saute for a few seconds. | Then add salt, pickle, 1/2 cup water and the fried fish. Bring it to a boil. Simmer on a medium flame for 2 minutes. | Garnish with coriander leaves and serve with plain steamed rice.",,10 mins,https://cookpad.com/eng/recipes/8721962,2025-08-07T19:13:39.694177,"2 pieces Hilsa fish, cleaned | 2 tbsp mustard oil | 1/2 tsp nigella seeds (kalonji) | 1/2 tsp turmeric powder | 1 tsp. red chilli powder | 1-2 tsp any pickle (I used mango pickle) | 1 tsp coriander leaves, chopped | 1 Make a paste with the turmeric powder, red chilli powder and 1/2 cup water. Keep aside. | 2 Marinate the fish pieces with a pinch of salt and turmeric powder for 10 minutes. | 3 Heat oil & fry the fish pieces slightly on both sides. Drain & keep aside. | 4 Temper the same oil with nigella seeds & green chilies. Saute for a few seconds. | 5 Add the paste and saute for a few seconds. | 6 Then add salt, pickle, 1/2 cup water and the fried fish. Bring it to a boil. Simmer on a medium flame for 2 minutes. | 7 Garnish with coriander leaves and serve with plain steamed rice."
Hot & sour Fish coconut curry,10-12 fish pieces of Indian Salmon (Rawas) | 2 tsp turmeric powder | 2 lemons juice | 2 tsp ginger garlic paste | 1 egg beaten | 5 garlic cloves | 2 onions roughly chopped | 1 ginger peeled | 1 cup fresh mint leaves | 1 tsp black pepper powder | 300 ml coconut milk | 150 ml tomato puree | 2 tsp tomato ketchup | 2 tsp tamarind paste | 1/2 cup fresh cream | 5 Transfer the fish pieces on a serving plate & drizzle the coconut gravy on the fish.. | 6 Serve hot with steamed rice,"-12 fish pieces of Indian Salmon (Rawas) | tsp turmeric powder | tsp ginger garlic paste | -12 dried red chillies | grind to smooth paste: | onions roughly chopped | as needed Few stalks fresh lemongrass | cup fresh mint leaves | tsp black pepper powder | ml coconut milk | tsp tomato ketchup | tsp tamarind paste | /2 cup fresh cream | Clean & wash the fish pieces. in a bowl marinate the fish pieces in salt, turmeric,ginger garlic paste & egg for 4-5 hrs or overnight in a refrigerator. | In a deep pan heat oil. add the curry leaves. once they crackle add the red curry paste & saute for 5-6 minutes.",,6 mins,https://cookpad.com/eng/recipes/4774795,2025-08-07T19:13:43.753078,10-12 fish pieces of Indian Salmon (Rawas) | 2 tsp turmeric powder | 2 lemons juice | 2 tsp ginger garlic paste | 1 egg beaten | 5 garlic cloves | 2 onions roughly chopped | 1 ginger peeled | 1 cup fresh mint leaves | 1 tsp black pepper powder | 300 ml coconut milk | 150 ml tomato puree | 2 tsp tomato ketchup | 2 tsp tamarind paste | 1/2 cup fresh cream | 5 Transfer the fish pieces on a serving plate & drizzle the coconut gravy on the fish.. | 6 Serve hot with steamed rice
Thai Sour Vegetables Curry 🍛,1 pack sour vegetables curry | 2 cups water | 1 Ingredients | 2 Fry with vegetables oil. Put water and curry paste. | 3 Put vegetables and crab. Simmer and season with fish sauce and a little sugar. | 4 Enjoy 💖 Delicious 💖,"pack sour vegetables curry | carrot, spring onion, red onion, broccoli, leftover vegetables | Fry with vegetables oil. Put water and curry paste. | Put vegetables and crab. Simmer and season with fish sauce and a little sugar. | Enjoy 💖 Delicious 💖 | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Cream Cheese Blueberries Cake | Pan Fried Lemon and Garlic Lamb Chops | Italian Meat Loaf | Easy Air Fryer Chicken : Crispy Outside, Juicy Inside | EASY Loaded potato soup 🥣 🧀 🥓",2,,https://cookpad.com/eng/recipes/14715936,2025-08-07T19:13:48.644510,1/2 pack sour vegetables curry | 1 cups water | 1/2 Ingredients | 1 Fry with vegetables oil. Put water and curry paste. | 1 1/2 Put vegetables and crab. Simmer and season with fish sauce and a little sugar. | 4 Enjoy 💖 Delicious 💖
Mild Red Curry with Prawns and Mango,"5 ml Cumin Seeds | 15 ml Coriander Seeds | 5 ml Black Pepper, crushed | 15 Pepperdews, diced | 1 Jalapeno, deseeded and diced | 7,5 ml Galangal power | 3 dried Lime Leaves | 6 Garlic cloves, peeled and diced | 12 Spring Onions, chopped | 15 ml Coriander stalks, diced | 2 Lemon Grass, trimmed and diced | 15 ml Shrimp Paste | 10 ml Salt | 30 ml Vegetable Oil | 2400 g King or Queen Prawns | 60 ml Honey | 60 ml dark Soy Sauce | 90 ml Groundnut Oil | 300 ml Chicken Stock | 30 ml Fish Sauce","ml Coriander Seeds | ml Black Pepper, crushed | Pepperdews, diced | Jalapeno, deseeded and diced | ,5 ml Galangal power | dried Lime Leaves | Garlic cloves, peeled and diced | Spring Onions, chopped | ml Coriander stalks, diced | Lemon Grass, trimmed and diced | ml Vegetable Oil | g King or Queen Prawns | ml dark Soy Sauce | ml Groundnut Oil | ml Chicken Stock",8,2 mins,https://cookpad.com/eng/recipes/11588278,2025-08-07T19:13:53.010728,"5/8 ml Cumin Seeds | 1 7/8 ml Coriander Seeds | 5/8 ml Black Pepper, crushed | 1 7/8 Pepperdews, diced | 1/8 Jalapeno, deseeded and diced | 7/8,5 ml Galangal power | 3/8 dried Lime Leaves | 3/4 Garlic cloves, peeled and diced | 1 1/2 Spring Onions, chopped | 1 7/8 ml Coriander stalks, diced | 1/4 Lemon Grass, trimmed and diced | 1 7/8 ml Shrimp Paste | 1 1/4 ml Salt | 3 3/4 ml Vegetable Oil | 300 g King or Queen Prawns | 7 1/2 ml Honey | 7 1/2 ml dark Soy Sauce | 11 1/4 ml Groundnut Oil | 37 1/2 ml Chicken Stock | 3 3/4 ml Fish Sauce"
