title,description,author,published_date,prep_time,cooking_time,total_time,difficulty,servings,ingredients,instructions,tags,url,image_url
Popular Chinese Dishes in Sri Lanka,Chinese dishes are popular among Sri Lankans.Here I gathered some popular chinese recipes in Sri Lanka.Check Popular Chinese Dishes in Sri Lanka,written byAmila Gamage Wickramarachchi,"December 20, 2011",,,,,,,"4 comments0FacebookTwitterGoogle +Pinterest; Amila Gamage WickramarachchiAmila Gamage is the blogger behind Food Corner. She shares her cooking adventures in this blog. Apart from recipes, you will also find travel, health and kitchen inspirations in this blog. She started writing this blog in 2011 and still continuing.; previous postSambal Kangkong (Kankun stir fry)next post10 Ideas for a Beautiful Holiday Dining Table; Related PostsLawariya (Stuffed String Hoppers from Sri Lanka)December 20, 2011Sri Lankan Knol Khol Curry (Mild Spicy)January 31, 2013Nelum Ala Curry (Sri Lankan Lotus Root Curry)December 18, 2012Deep Fried Chicken DrumsticksSeptember 15, 2012Chick pea curry (Kadala Curry)April 18, 2011Polos Achcharu (Sri Lankan Pickle with Baby Jack...September 9, 2013Steamed Carrot SaladJuly 10, 2013Hall Masso and Malu Miris Stir Fry (Dried...September 11, 2015Sri Lankan Tomato Curry (Thakkali Curry)May 30, 2016Mild Spicy Sri Lankan Cabbage Curry with PotatoesSeptember 1, 2013; 4 commentsSapana BehlDecember 16, 2013 - 3:19 pmwonderful collection !ReplyShweet SpicessDecember 16, 2013 - 8:18 pmLovely table spread it would make 🙂ReplyShruti JDecember 16, 2013 - 11:46 pmNever explored this cuisine, but seems like I have to 🙂 Loved all these varieties…Visit me @http://facebook.com/cookingwithsj🙂ReplyVidya ChandrahasDecember 18, 2013 - 8:53 amAwesomely delicious cuisine…nice collection.ReplyLeave a CommentCancel ReplyRecipe RatingRecipe Rating","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Chinese",https://foodcnr.com/popular-chinese-dishes-in-sri-lanka/,https://foodcnr.com/wp-content/uploads/2013/12/seafoodrice.jpg
Polos Curry with Grated Coconut,This is not the typical Sri Lankan polos curry.I added grated coconut while cooking.Check the Polos Curry with Grated Coconut recipe.,written byAmila Gamage Wickramarachchi,"January 22, 2014",,,,,,1 no of Polos (Baby Jackfruit)Spices 2-3 tbspn chili powder 1 tsp turmeric powder 3 tbspn  Sri Lankan Raw Curry Powder 1 tspn black pepper 1/4 tspn mustard seeds Other ingredients 1/4 cup fresh grated coconut 1 medium sized onion sliced2-3 dried red chili 2 pieces of goraka (gamboge) or (replace with 1 tomato or tamarind paste 1 tspn) 3 cloves of garlic chopped 1” piece cinnamon2 cardamoms 2 cloves1/2 tsp fenugreek seeds3 cups thick Coconut milk/coconut cream salt to taste2 tbspns cooking oilCurry leavesPiece of lemon grass (Sera),"Dry roast the ingredients under spices until golden brown.Keep aside.Dry roast grated coconut too. Grind roasted coconut together with spices and make a paste.Keep it aside.; Remove the skin of Polos. Cut in to pieces.Cutting of Polos is not an easy process.Check thispolos recipefor tips.; Mix roasted spices/coconut mix with polos pieces & keep aside.; Heat 2-3 tblspn of oil in a heavy bottomed pan.When oil is hot, add onion, dried chili, garlic, Curry leaves,Piece of lemon grass (Sera) into the mix. Also add cinnamon, cardamom & cloves.; When onions are tender, add the Polos into the pan & mix well.; Add thick coconut milk into the mix together with another 1 cup of water.; Add goraka or tamarind juice. Add about 1 tspn salt.Mix well.; After this step,; Cook Polos curry in very low flame for about 1-2 hour or until polos is cooked & gravy becomes thicker. Once Polos curry is ready, you can see oil is separated in the gravy.; Polos curry is ready to serve. However, this is more delicious if it allowed to rest for few hours before serving.Notes:Usually Sri Lankans like the reddish/pinkish appearance of Polos pieces once cooked.To get this appearance,cook polos in very low flame for more hours.(at least 1-2 hours).I use my slow cooker/crock pot and cook for about 4 hours.This is more delicious if cooked in a clay chatti/earthen pot.","Blogging Tips, Food & Travel, Health & Fitness, Reviews, jackfruit",https://foodcnr.com/polos-curry-with-grated-coconut/,https://foodcnr.com/wp-content/uploads/2013/12/Sri-Lankan-Polos-Curry.jpg
Kathurumurunga Kola Mallum/Agati Leaves in Grated Coconut,"Kathurumurunga Kola Mallum/Agati Leaves in Grated Coconut.Sri Lankan kola mallum recipe,Sri Lankan edible leaves,Sri Lankan recipes",written byAmila Gamage Wickramarachchi,"September 23, 2014",,,,,,Kathurumurunga 100g 3-4 green chili sliced1/2  Onion Sliced½ cup fresh grated coconut1/4 tsp turmericSalt as per taste1 drop of cooking oil (optional),"Wash,drain & slice theKathurumurungaleaves thinly.; In a pan, mix all the ingredients well together with sliced leaves.; Add 1 drop of oil to this and mix well.(remember, it is a small drop & this will keep the colour & shine of leaves); Cook under low heat for 2-3 minutes.; Do not overcook. Switch off the flame when the pan is hot. The remaining heat of the pan is enough to cook the mallum keeping its colour.Mix well.; Serve with plain rice and other curries; Kathurumurunga Kola Mallum; Kathurumurunga Kola Mallum is ready to serve with plain rice.Enjoy!Also check:Kathurumurunga leaves salad; Edible LeavesKathurumurungakola mallunmallumMallung","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/kathurumurunga-kola-mallumagati-leaves-in-grated-coconut/,https://foodcnr.com/wp-content/uploads/2013/12/Kathurumurunga-kola-mallun.jpg
Spicy Sri Lankan Fish Curry (Malu Mirisata),,written byAmila Gamage Wickramarachchi,"October 13, 2014",,,,,3,(2-3 servings) 250g fish (Tuna or some big/firm fish is better) 2 tablspn Red chilly powder 1 tablspn black pepper  3 cloves of garlic1 sprig Curry leaves 2-3 pieces Goraka(gamboge) or tarmarind pulp/paste 1 tspnSliced onion (1/2 of a medium sized onion)Salt to taste,"Ingredients (2-3 servings)250g fish (Tuna or some big/firm fish is better)2 tablspn Red chilly powder1 tablspn black pepper3 cloves of garlic1 sprig Curry leaves2-3 pieces Goraka(gamboge) or tarmarind pulp/paste 1 tspnSliced onion (1/2 of a medium sized onion)Saltto taste; Method:Wash fish and cut into pieces.Grind black pepper,garlic and red chili powder into a paste.Mix this spicy paste with fish pieces.Add Goraka or tarmarind,curry leaves,salt and onion together with1 cup of water.; Cook in a low flame for about 15 minutes or until fish is cooked.For an appealing and tasty curry,the gravy should be thick & near to dry!Adjust salt to taste.; remove from flame & serve with rice,bread or roti.","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Fish Recipes",https://foodcnr.com/spicy-sri-lankan-fish-curry-malu-mirisata/,https://foodcnr.com/wp-content/uploads/2013/11/Sri-Lankan-Fish-Curry.jpg
Drumstick Curry with Grated Coconut,This is a Sri Lankan style murunga curry cooked with a coocnut paste.Check Drumstick Curry with Grated Coconut for another different taste.,written byAmila Gamage Wickramarachchi,"July 28, 2012",,,,,3-4,(for 3-4 servings) Drumstick (Murunga) 250g2-3 green chili sliced lengthwise½ medium sized onion sliced1 sprig curry leaves1inch piece pandan leaf/(rampa) –(optional)¼ tsp turmeric powder 1 tsp curry powder1 tsp fenugreek seedsPiece of cinnamonSalt to taste1 cup thin coconut milk1/2 cup thick coconut milk 3 tbspn fresh grated coconut ¼ tspn of mustard seeds-grinded,"Wash & remove skin of drumsticks.; Cut it into pieces of about 3-4 inches.; Put drumsticks in a cooking pan & mix all other ingredients mentioned above.(other than thick coconut milk ,Grated coconut & grounded mustard); Cook in low heat until drumsticks are cooked. Meanwhile,grind fresh coconut & mustard seeds into a thin paste.Once drumstick is cooked well,add thick coconut milk and stir well.Then add the fresh coconut paste.; Adjust salt to taste.Switch off the burner.; Serve with rice & other curries.; Do you like Sri Lankan curries?How do you cookMurungaor drumstick?; drumstickmurunga","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/drumstick-curry-with-grated-coconut/,https://foodcnr.com/wp-content/uploads/2013/11/Drumstick-Curry-with-Grated-Coconut.jpg
Sri Lankan winged bean stir fry (Dambala Thel Dala ),Here is how we cook Dambala.This Sri Lankan winged bean stir fry or Dambala Thel Dala is a delicious protein packed stir-fry which you can cook in minutes.,written byAmila Gamage Wickramarachchi,"September 26, 2021",,,,,3-4,(for 3-4 servings)250g Winged beans1 medium Onion1 tspn Ginger Garlic Paste3-4 Green chilli½ tspn mustard seeds1 tspn curry powder½ tspn turmeric powder1 tbsp Chilli powder ¼ tspn fenugreek seedsPiece of cinnamon1 sprig Curry Leave2 inch piece of Pandan leaveSalt to taste2 tbspn Oil 1 tbspn Maldive fish (optional),"Wash, remove the ends & slice winged beans.; Slice onion and green chilli .Heat a pan with 2-3 tbspn oil. Add mustard seeds & let it fry.; Once mustard seeds start splutter, add onion, Ginger garlic paste, green chilli, and curry leaf and pandan leave.; Sauté until onions are golden colour.Then add sliced winged beans and mix well. Fry till winged beans are tender.; Then add curry powder, chili powder, fenugreek seeds and cinnamon stick & mix well.; Add salt as per taste. Add maldive fish.(optional); Cover & fry for another few minutes until winged beans are cooked properly.; Serve hot with rice & enjoy!; Do you like winged beans?How do you cook?As a curry or in another way?I would like to know.; DambalaWinged Beans","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-winged-bean-stir-fry-dambala-thel-dala/,https://foodcnr.com/wp-content/uploads/2013/11/winged-beans-recipe-Sri-Lankan-Food.jpg
Drumstick leaves stir fry (Murunga Kola Mallun),,written byAmila Gamage Wickramarachchi,"December 20, 2011",,,,,,1 bunch Drumstick leaves ½ tspn turmeric powder2-3 Green Chilies ¼ cup fresh Grated Coconut Salt to tasteFor tempering2 tspn Cooking Oil1 teaspoon Mustard seeds1 Dried Red Chilly2-3 shallots/small onions sliced,"Remove drumstick leaves in to water and wash well. Allow to drain water.; Meanwhile grind grated coconut with turmeric powder, green chili and salt. Taste for salt in this ground mix.; Heat oil in a pan, add mustard seeds and red chilies.; When mustard seeds start to sputter add shallots. Saute for a minute.; Then add drumstick leaves and mix well.; Once drumstick leaves are mixed with the tempered oil, add grated coconut mix into it.; Mix well. Adjust salt if need.; Remove from the flame and enjoy!; This drumstick leaves fry well goes with plain rice.; Notes:Lately I found from my mother,in southern part of Sri Lanka,we eat this.My grand mother had used murunga leaves in a curry to eat with ‘Kurakkan Thalapa’.","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Air Fryer recipes",https://foodcnr.com/drumstick-leaves-stir-fry-murunga-kola-mallun/,https://foodcnr.com/wp-content/uploads/2013/11/Sri-Lankan-Murunga-Kola-Mallun.jpg
Sri Lankan Ridge Gourd Curry (Watakolu Curry),"Sri Lankan Ridge Gourd Curry (Watakolu Curry), mild spicy curry from Sri Lankan cuisine,",written byAmila Gamage Wickramarachchi,"January 23, 2015",,,,,3-4,(for 3-4 servings) Ridge Gourd 250g 2-3 green chili sliced lengthwise ½ medium sized onion sliced 1 sprig curry leaves 1inch piece pandan leaf/(rampa) ¼ tsp turmeric powder  1 tsp raw curry powder 1 tsp fenugreek seeds Piece of cinnamon Salt to taste 1 cup thick coconut milk 1 tspn Maldive Fish(umbalakada) –(optional) ¼ tspn of mustard seeds-grinded,"9 comments0FacebookTwitterGoogle +Pinterest; Amila Gamage WickramarachchiAmila Gamage is the blogger behind Food Corner. She shares her cooking adventures in this blog. Apart from recipes, you will also find travel, health and kitchen inspirations in this blog. She started writing this blog in 2011 and still continuing.; previous postLayla Grayce Offers 15% Off Storewidenext postMeet our Baby Son; Related PostsHow to Make Chili PowderJanuary 23, 2015Seeni Sambola/ (Onion Fry)April 17, 2011Cutlets (Sri Lankan Style)March 20, 2011Achcharu (Sri Lankan Pickle)April 9, 2011Steamed Carrot SaladJuly 10, 2013Polos Curry (Sri Lankan Baby Jackfruit Curry)May 22, 2019Sri Lankan Kola Kanda Recipe (Herbal Porridge) +...January 12, 2018Sri Lankan Milk Rice (Kiribath)June 10, 2011Fried Sprats Peanuts and Kathurumurunga Leaves BadumaJune 27, 2019Vegitable RotiMarch 30, 2011; 9 commentsManjula BharathNovember 4, 2013 - 10:15 pmpandan  leaves is a new ingredient for me 🙂 curry looks absolutely delicious dear !!ReplyRuxana GafoorNovember 5, 2013 - 5:29 amits really nice to get to know other region flavors…delicious curryReplyDivya ShivaramanNovember 5, 2013 - 2:48 pmamila that looks fabulous…nice way to use it in your home style cooking methodReplyChitra GanapathyNovember 11, 2013 - 4:14 pmVery new recipe to me. sounds yummy. bookmarked !ReplySwathi IyerNovember 11, 2013 - 8:11 pmAmeila, love this curry because it has coconut milk and pandan flavor is there. Do you have egg curry recipes, if so give me the link.ReplyMaha GaddeNovember 12, 2013 - 1:31 amhealthy luking curry…nice.ReplySuja MdNovember 13, 2013 - 2:13 amThis is the first time hearing about this recipe!! thanks for sharing it dear!!ReplyEshanJuly 4, 2015 - 6:13 amGoodReplyAmila WickramarachchiJuly 11, 2015 - 9:31 amthanks EshanReplyLeave a CommentCancel ReplyRecipe RatingRecipe Rating","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-ridge-gourd-curry-watakolu-curry/,https://foodcnr.com/wp-content/uploads/2013/11/Sri-Lankan-Recipes1.jpg
Sri Lankan Drumstick Curry (Murunga Curry),,written byAmila Gamage Wickramarachchi,"August 13, 2019",,,,,3-4,(for 3-4 servings)Drumstick (Murunga) 250g2-3 green chili sliced lengthwise½ medium sized onion sliced1 sprig curry leaves1inch piece pandan leaf/(rampa) –(optional)¼ tsp turmeric powder 1 tsp curry powder1 tsp fenugreek seedsPiece of cinnamonSalt to taste1 cup thin coconut milk1 cup thick coconut milk¼ tspn of mustard seeds-grinded,Wash & remove skin of drumsticks.; Cut it into pieces of about 3-4 inches.; Put drumsticks in a cooking pan & mix all other ingredients mentioned above.(other than thick coconut milk and grounded mustard); Cook in low heat until drumsticks are cooked. Then add thick coconut milk and stir well.; Adjust salt to taste.; Switch off the burner.; Finally sprinkle grounded mustard seeds on top.; Serve with rice & other curries.,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-drumstick-curry-murunga-curry/,https://foodcnr.com/wp-content/uploads/2013/10/Drumstick-Curry.jpg
Sri Lankan style Mushroom curry,"Sri Lankan style Mushroom curry,Mushroom recipe in Sri Lankan cuisine,Truly Sri Lankan recipes,Delicious curry recipes from Sri Lanka",written byAmila Gamage Wickramarachchi,"December 25, 2011",,,,,2-3,(for 2-3 servings)150g Fresh Oyster Mushroom 1 tomato sliced1 onion sliced1 tspn Ginger Garlic paste1-2 red chilies 2-3 green chili sliced lengthwise1-2 tsp chili powder1 tbs Raw curry powder¼ tsp turmeric powder1 tsp mustard seeds1 tsp fenugreek seedsPiece of cinnamon stickCurry leavesPiece of a pandan leaf (rampe)2 tbspn cooking OilThick coconut milk ½ cupSalt to taste,"Wash mushroom and squeeze out the water.Coarsly cut into big pieces.Keep aside.; Mix all the spices listed above with mushroom pieces and keep aside.; Heat about 2-3 tbspn oil in a pan.; When it is hot, add mustard seeds.; When it is popping out, add onion.; Once onion are tender, add Ginger garlic paste,red chili,green chili,curry leaves and rampa accordingly.; Mix well and sauté for about 1 minute.; Then add tomato into this and sauté till tomato cooked well.(becomes like a sauce/paste); Once tomato is well cooked, add mushroom which we kept aside. Mix well. Cover & cook for 2-3 minutes. The liquid in tomato paste is enough for cooking. If the mix appears dry, add few spoons of water.; When mushroom pieces are well coated with tomato paste, add thick coconut milk.; Adjust salt to taste. Cook another 1-2 minutes while mixing the curry.; Serve with plain rice & Enjoy!!!; Also check thisSri Lankan mushroom stir-fry recipe.; Mushroom currySri Lankan Curry RecipesVegetarian","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-style-mushroom-curry/,https://foodcnr.com/wp-content/uploads/2013/10/Mushroom-Curry.jpg
Thai Eggplant curry (Sri Lankan Ela Batu curry),"Thai Eggplant curry (Sri Lankan Ela Batu curry),This is another Sri Lankan Curry with Thai eggplants. In Sri Lanka we call it as ela batu or thalana batu",written byAmila Gamage Wickramarachchi,"October 21, 2013",,,,,3-4,(for 3-4 servings)250g Thai eggplant (ela batu)1 medium Onion2 cloves Garlic3-4 Green chilli½ tspn mustard seeds1 tspn curry powder½ tspn turmeric powder1 tbsp Chilli powder ¼ tspn fenugreek seedsPiece of cinnamon1 sprig Curry Leave2 inch piece of Pandan leaveSalt to taste2 tbspn Oil 1 tbspn Maldive fish (optional)½ cup thick coconut milk,"Wash and remove the stems of eggplants. Cut egg plants and remove the seeds. Add into water while cutting.; Remove the seeds thoroughly. Slice into bite size pieces and add into water till all sliced.; Squeeze the water and mix some turmeric powder (1/4 tspn) with eggplants & keep it aside.; Slice onion, green chilli and garlic.; Heat a pan with 2-3 tbspn oil. Add mustard seeds & let it fry.; Once mustard seeds start splutter, add onion, garlic, green chilli, and curry leaf and pandan leave.; Sauté until onions are golden colour. Then add sliced eggplants and mix well. Fry till eggplants are tender.; Then add curry powder, chili powder, fenugreek seeds and cinnamon stick & mix well.; Add Maldive fish at this stage.(optional); Add coconut milk and simmer till eggplants are cooked well.; Add salt as per taste.; Serve with rice & enjoy!","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/thai-eggplant-curry-sri-lankan-ela-batu-curry/,https://foodcnr.com/wp-content/uploads/2013/09/Sri-Lankan-Ela-Batu-Curry.jpg
Sri Lankan Style Fish Curry,"Sri Lankan Style Fish Curry,This Sri Lankan fish curry is bit spicy.But with blends of all spices it is a signature dish from Sri Lanka",written byAmila Gamage Wickramarachchi,"April 21, 2016",,,,,3,(2-3 servings) 250g fish (Tuna is better) 2 tblspn Red chilly powder 1 tblspn raw curry powder 1 tblspn black pepper powder¼ tspn turmeric powder1 inch piece of cinnamon 1 tspn fenugreek seeds (ulu hal)1 tspn mustard seeds1 onion sliced1 clove garlic 1 sprig curry leafPiece of rampe (pandan leaf) (optional)2 pieces of Gamboge (goraka) – (instead you can use 1 tomato) (see a photo of gamboge here)4 cups water Salt  to taste2 tbspn cooking oil½ cup thick coconut milk,"Washfish and cut into cubes/piecesThen mix red chili powder, curry powder, black pepper, turmeric powder & fenugreek seeds with about 1 tspn water. Mix fish pieces with this spice mix & keep aside.Heat oil in a pan. When it is hot add mustard seeds. Once mustard seeds splutter, add onion. Then add garlic & curry leaves.; When onions are tender, add fish into oil & allow to fry for few minutes.; Then add cinnamon stick, pandan leaf, & gamboge(goraka) into it. Add water.; Cover & cook for about 10 minutes.; Once fish is cooked, add coconut milk & adjust salt to taste.; Add coconut milk slowly keeping eye onto the appearance. This fish curry looks delicious when the colour is red/brown.; Cook for another few minutes in very low flame.; Serve hot with rice or bread.; Sri Lankan Style Fish CurryCheck thisSri Lankan Fish Ambul Thiyal Recipe.Hope you would like it too…Below are some other Sri Lankan recipes that you must try!; Sri Lankan Parippu VadeSri Lankan Vegetable RotiKokisMilk RiceSri Lankan PancakesSri Lankan Pol Roti; FishFish currySri Lankan Fish currySri Lankan foodSri Lankan Recipes","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Fish Recipes",https://foodcnr.com/sri-lankan-style-fish-curry/,https://foodcnr.com/wp-content/uploads/2012/10/fish-curry.jpg
Deep Fried Chicken Drumsticks,If you look for fingerlicking Deep Fried Chicken Drumsticks recipe then here it is.Add variety of chicken recipes to your meal plan.,written byAmila Gamage Wickramarachchi,"July 7, 2014",,,,,,4-5 chicken drumsticks (cleaned & washed)2-3 Tbsp water2 Tbsp chilli powder1 tbspn roasted curry powder¼ tspn turmeric powder1 Tbsp minced ginger 1 Tbsp minced garlic 1 tspn lime juice2 tsp black pepper or black pepper sauce¼ tspn salt or to tasteOil for deep frying.,"Here is the recipe on how to cook deep fried chicken drumsticks using Sri Lankan flavours.; 4-5 chicken drumsticks (cleaned & washed); 2 Tbsp chilli powder; 1 tbspn roasted curry powder; ¼ tspn turmeric powder; 1 Tbsp minced ginger; 1 Tbsp minced garlic; 1 tspn lime juice; 2 tsp black pepper or black pepper sauce; ¼ tspn salt or to taste; Oil for deep frying.; Mix all spices, ginger & garlic together.; Add 2-3 tbspn water. Also add lime juice & make it into a thick watery paste.; Mix the chicken in it. Stir gently to combine all ingredients.; Keep covered at least about 1 hr to absorb the ingredients into chicken.; It is better to keep in a fridge & marinate chicken overnight.; After marinate, use oil in a deep frying pan & fry until golden brown.; Remove the chicken from the frying pan. Place them on kitchen towels to remove excess oil.","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Appetizers and Snacks",https://foodcnr.com/deep-fried-chicken-drumsticks/,https://foodcnr.com/wp-content/uploads/2012/09/deep-fried-chicken-drumsticks.jpg
Ginger & Corriander Tea (Inguru Koththamalli),,written byAmila Gamage Wickramarachchi,"July 21, 2016",,,,,,(for 2 cups)  Coriander seeds ½ cup About3 inch piece of Ginger  Water 3 cups Sugar or honey (optional),"Slightly roast coriander seeds before making it as a tea.Make sure not to burn.; Wash coriander seeds.; Peel the skin of ginger & slice into pieces.; Boil in law heat. Boil until it becomes around 2 cups.; Strain the drink to another glass (separate from coriander seeds & ginger); Add sugar or honey as per taste. (optional); Below are some health benefits of Ginger & Corriander.; Some of health benefits of Corriander are as follows.; If you use ginger coriander tea (Inguru koththamalli) to prevent from cold,then use slightly roasted coriander seeds.Roasted coriander seeds help drying phlegm.; You can also use this Ginger coriander boiled water to steam yourself.This is a preventive measure for common cold.; Also read:Best herbal teas to fight cold and flu","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Drinks and Beverages",https://foodcnr.com/ginger-corriander-tea-inguru-koththamalli/,https://foodcnr.com/wp-content/uploads/2012/08/Ginger-amp-Corriander-tea.jpg
Sri Lankan Kankun Stir Fry (Kangkong),,written byAmila Gamage Wickramarachchi,"January 22, 2014",,,,,,. Here is a Sri Lankan way of cooking kankong as a stir fry. In Sri Lanka we call this plant as ‘kankun’.So here is the Sri Lankan Kankun stir fry RecipeIngredientsBunch of  Kankun 1 medium sized  onion sliced1-2 tbspn maldive fish (optional)1 tbspn of chili flakes1 garlic clove crushedSalt to taste2 tbspn oil,"Wash & clean kankun.Remove the matured parts of stem.; Slice kankun thinly.; Heat oil in a frying pan. When oil is hot, add chopped garlic. Once it become aromatic, add sliced onions. Stir until golden brown.; Once onion is tender add Maldive fish.Then add chili flakes. Mix well & add salt.; Once the mix is tempered,add thinly sliced kankun & mix well.; Adjust salt & remove kankun from heat. The heat of the pan will make kankun to cook. If not kankun will be over cooked with flame.; Sri Lankan style kankun dish is ready to serve & this is well going with plain rice.","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Air Fryer recipes",https://foodcnr.com/sri-lankan-kankun-stir-fry-kangkong/,https://foodcnr.com/wp-content/uploads/2012/08/sri-lankan-kankun-recipe.jpg
Sri Lankan Beetroot Curry/Stew,,written byAmila Gamage Wickramarachchi,"July 29, 2019",,,,,4,(3-4 servings)1 medium size Beetroot1-2 tablespoon oil½ teaspoon mustard seeds½ teaspoon fenugreek seeds1 sprig curry leaves½ of medium sized onion sliced1 teaspoon chili powder1/4 teaspoon turmeric powder1 teaspoon raw curry powder½  cup thick coconut milk1/2 cup watersalt as per taste,"12 comments0FacebookTwitterGoogle +Pinterest; Amila Gamage WickramarachchiAmila Gamage is the blogger behind Food Corner. She shares her cooking adventures in this blog. Apart from recipes, you will also find travel, health and kitchen inspirations in this blog. She started writing this blog in 2011 and still continuing.; previous postCreamy Potato Soup in Slow cookernext postCarrot Flowers-memories from last year; Related PostsCanned Tuna Stir Fry RecipeJuly 29, 2019Pol Sambola (Spicy Coconut Chutney)April 16, 2011Mung Guli (A Sri Lankan Traditional Sweet)April 6, 2015Tofu as a Curry/StewOctober 11, 2011Lima Beans Curry: Sri Lankan StyleSeptember 6, 2023Sri Lankan Beetroot Salad – Quick and Easy!July 23, 2018Sri Lankan Kokis with Sesame SeedsDecember 7, 2017Sri Lankan Grated Carrot Salad with Lettuce &...December 5, 2011Sri Lankan Long Beans Curry / Ma Karal...October 24, 2016Chili Chili ChiliMay 14, 2011; 12 commentsVeena TheagarajanAugust 6, 2012 - 12:30 pmSimple and tasty dishGreat-secret-of-life.blogspot.comReplyRecipe worldAugust 6, 2012 - 12:45 pmYummy curry Amy! Looks so delicious..ReplyArchanaAugust 6, 2012 - 4:05 pmO looks yum.I am hosting WTML All through August’12. Do send me your entriesReplyKavi FoodomaniaAugust 6, 2012 - 4:24 pmAmi! Love your blog! So many recipes I don’t know where to start! 🙂I love this traditional recipes!Do read the rules & participate inBake Fest Event & Giveaway!if you can. 🙂ReplyHemaAugust 6, 2012 - 6:50 pmLooks so yummy..ReplyPritiAugust 6, 2012 - 1:39 pmMy fav veggie …nice recipeReplyJulieAugust 6, 2012 - 10:35 pmadding coconut milk in beetroot is new to me,looks delicious & colorful!!Ongoing Events of Erivum Puliyum @ Spicy Aroma-Curry leaves or Red dry ChilliesReplyShirley TayAugust 7, 2012 - 8:52 amSuch a lovely dish! Send me some, won’t u?? Hahaha! Amy, I’ve more Kneipp giveaways coming up, so don’t give up.ReplyAsmath NawazAugust 7, 2012 - 9:50 amNice recipe….new to me….i hope it will taste good with our rice….ReplyRoshAugust 7, 2012 - 10:53 amLove this recipe! I am sure it would go well with steamed rice. Yumm..!ReplyNisa HomeyAugust 7, 2012 - 5:44 amHey Amy, thanks for stopping by and for the lovely thought…this is a new recipe to me…never tried adding coconut milk to beetroot…ReplykateAugust 10, 2012 - 3:04 pmSimple and yummy recipe. Always my fav.ReplyLeave a CommentCancel ReplyRecipe RatingRecipe Rating","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-beetroot-currystew/,https://foodcnr.com/wp-content/uploads/2012/08/beetroot-curry.jpg
Sri Lankan Parippu Vade,,written byAmila Gamage Wickramarachchi,"November 24, 2014",,,,,,(for 10 vade)Toor dhal 1/2 cup (Thora parippu/kadala parippu)Dry red chillies  1-2 nos (sliced)Green chillies  1-2nos ( sliced )1 medium sized Onion (sliced)Curry leaves  1 stem (crushed)Red chilly powder  1 tsp Oil  for deep fryingSalt to taste,"Soak Thor dhal for about 2- 3 hrs.; Wash & drain well.; Keep 2 – 3 tbsp of this soaked dhal aside.; Then coarse grind the remaining dhalin a food processor/grinder.; Don’t add any water.Finally it should be a coarse mixture.; Combine all the ingredients listed above together with the grinded mixture.Add the 2-3 tbspn dhal which kept aside.Check for salt & taste.; Taking a small portion into your palm, make small balls & again make them flat.(shape as Vade); Deep fry until both sides are brown.; Serve hot with ketchup or any sauce.; Note:To prevent breaking of Vade, Microwave them in high for 3 minutes (before deep frying).; This can be kept in deep freezer for more than 2 weeks (before frying) & deep fry when you want to eat.; Link with the eventAround the world-Sri Lanka,Started byReshmi.No part of this document may be reproduced without written consent from me. All rights reserved on images and written content by Food Corner © 2010 unless otherwise stated.Please contact me before using.However I have given my permission to Linky party owners to use my photos with a back link to site.","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Appetizers and Snacks",https://foodcnr.com/sri-lankan-parippu-vade/,https://foodcnr.com/wp-content/uploads/2012/07/pinterest-button.png
