title,description,author,published_date,prep_time,cooking_time,total_time,difficulty,servings,ingredients,instructions,tags,url,image_url
Sri Lankan Southern Style Fish Ambul Thiyal,"Fish ambul thiyal, malu ambul thiyal or as some call it ‘sour fish curry’ is a delicious way of preparing fish in Sri Lanka. Usually Southern part of Sri Lanka is popular for its Malu Ambul thiyal curry. This is why it is called as ‘Dakune malu Ambul Thiyal’.",written byAmila Gamage Wickramarachchi,"September 7, 2021",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,"1. In Sri Lankan cooking, there is no perfect way for cooking any dish. So, there may have small differences in Ingredients if you check the same recipe from different parts of Sri Lanka.; 2. Don’t worry about any other ingredients such as cinnamon. They will add aroma and flavour. But, the main flavour is from goraka, black pepper and salt.; 3. Taste your goraka, pepper and salt paste before adding to fish. In this step, you can adjust salt if needed.; 4. Instead of pepper powder, use fresh black pepper corn. Freshly grounded black pepper will add more flavour to your curry.; 5. Don’t worry about banana leaf though it adds aroma to your dish. If you can’t find banana leaf, use curry leaves to the bottom of the clay pot.You can use pandan leaf too. (Rampe); 6. While the taste of fish ambul thiyal is a mix of sour, hot and salty taste, the appearance should be in between black and grey.; Step 1 (preparation); Step 2 (preparing the paste); Step 3 (Cooking)","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Fish Recipes",https://foodcnr.com/fish-ambul-thiyal-sri-lankan-southern-style/,https://foodcnr.com/wp-content/uploads/2018/05/Sri-LankanFish-Ambul-Thiyal-1.jpg
Sri Lankan Kola Kanda Recipe (Herbal Porridge) + Reasons for Bed Allergies,"Sri Lankan Kola Kanda Recipe (Herbal Porridge), What are the leaves suitable for Sri Lankan Kola Kanda? Making herbal gruel",written byAmila Gamage Wickramarachchi,"April 16, 2011",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,"When rice is cooked well, add the juice of the leaves which we kept aside.; Add salt as per taste. Mix well and simmer. Add a little bit of water to achieve the required thickness of the porridge.; When the porridge starts boiling, remove it from the heat.","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/sri-lankan-kola-kanda-recipe/,https://foodcnr.com/wp-content/uploads/2018/01/Sri-Lankan-Kola-Kanda-recipe.jpg
Sri Lankan Kokis with Sesame Seeds,"Sri Lankan Kokis with Sesame Seeds,How to make kokis,Tips to make kokis in delicious way,Sri Lankan traditional sweets recipes",written byAmila Gamage Wickramarachchi,"December 6, 2012",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/sri-lankan-kokis-with-sesame-seeds/,https://foodcnr.com/wp-content/uploads/2017/12/Sri-Lankan-Kokis-with-Sesame-seeds.jpg
Sri Lankan Fish Cutlets Recipe from My Mother in Law,"Sri Lankan Fish Cutlets Recipe from My Mother in Law,how to make fish cutlets in Sri Lanka,Sri Lankan short eats recipes,Fish cutlets recipe",written byAmila Gamage Wickramarachchi,"April 30, 2020",,,,,,,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Appetizers and Snacks",https://foodcnr.com/sri-lankan-fish-cutlets-recipe/,https://foodcnr.com/wp-content/uploads/2017/11/cutlets-recipe-Sri-Lanka-6.jpg
Sri Lankan Recipe: Kiri Aguna Kola Sambolaya,"Sri Lankan Recipe: Kiri Aguna Kola Sambolaya ,Kiri Anguna kola sambolaya,Sri Lankan edible leaves,Sri Lankan diabetic friendly recipes",written byAmila Gamage Wickramarachchi,"January 23, 2015",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/sri-lankan-recipe-kiri-aguna-kola-sambolaya/,https://foodcnr.com/wp-content/uploads/2017/11/Sri-Lankan-kiri-aguna-kola-sambolaya.jpg
Sri Lankan Gaslabu Mallum (Raw Papaya with Grated Coconut),"Sri Lankan Gaslabu mallum (Raw Papaya with grated coconut),Cooking recipes with fruits,Sri Lankan mallum recipes with fruits,papaya mallun",written byAmila Gamage Wickramarachchi,"November 9, 2011",,,,,3-4,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/sri-lankan-gaslabu-mallum-raw-papaya/,https://foodcnr.com/wp-content/uploads/2017/11/gaslabu-mallum.jpg
Sri Lankan Raw Mango Curry (Amba Maluwa),"Sri Lankan Raw Mango Curry,Green mango curry,edible fruits curry,Sri Lankan recipes with edible fruits,Sri Lankan recipes blog,Food Corner blog",written byAmila Gamage Wickramarachchi,"September 7, 2021",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,Step 1: Prepare the spice paste; Step 2: preparation; Step 3: Cooking,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/sri-lankan-raw-mango-curry/,https://foodcnr.com/wp-content/uploads/2017/10/Sri-Lankan-Raw-Mango-Curry-recipe.jpg
Sri Lankan Thalana Batu Thel Dala (Thai Eggplant Stir-fry),"Thai Eggplant Stir-fry (Sri Lankan Thalana Batu Thel Dala),Thalana batu (Thai Eggplant) or ela batu is another vegetable that is available in Sri Lanka",written byAmila Gamage Wickramarachchi,"December 5, 2013",,,,,3-4,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Recipes",https://foodcnr.com/sri-lankan-thalana-batu-thel-dala/,https://foodcnr.com/wp-content/uploads/2017/10/thalana-batu-sri-lanka-recipe.jpg
Sarana Leaves with Coconut Paste (Sri Lankan Watercress Recipe),"Sarana Leaves with Coconut Paste (Sri Lankan Watercress Recipe),Sarana Niyambalawa,Sri Lankan recipes with green leaves,Leafy vegetable recipes Sri Lanka",written byAmila Gamage Wickramarachchi,"June 4, 2014",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sarana-leaves-with-coconut-paste/,https://foodcnr.com/wp-content/uploads/2017/08/sarana-recipes-Sri-Lanka.jpg
Karawila Mallung (Bitter Gourd with Grated Coconut),"Karawila Mallung (Bitter Gourd with Grated Coconut),Sri Lankan Karawila recipes,Karawila with coconut,Sri Lankan Diabetic friendly recipes",written byAmila Gamage Wickramarachchi,"May 30, 2016",,,,,2-3,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,Step 1:; Step 2:; Step 3:,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/karawila-mallung-bitter-gourd-grated-coconut/,https://foodcnr.com/wp-content/uploads/2017/06/Bittergourd-recipes.jpg
Multigrain Roti – The Sri Lankan Style Multigrain Pol Roti,"Multigrain Roti - Sri Lankan Style pol roti, Sri Lankan toddler food ideas, Sri Lankan healthy Roti recipes, Kids healthy recipes Sri Lanka",written byAmila Gamage Wickramarachchi,"August 23, 2011",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Bread,Bun,Pizza and Baking recipes",https://foodcnr.com/multigrain-roti-sri-lankan-style-pol-roti/,https://foodcnr.com/wp-content/uploads/2017/06/multigrain-pol-roti.jpg
Protein Packed Split Mung Beans Curry from Sri Lanka (Mung Piyali Curry),"Protein packed Split Mung Beans Curry from Sri Lanka,Vegetarian curry recipes with protein,Sri Lankan recipes,Sri lankan mung piyali curry recipe",written byAmila Gamage Wickramarachchi,"March 19, 2014",,,,,2-3,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,"If you use store bought split mung beans, then dry toast it before you cook.; Here are the steps to follow.; Heat a pan & toast split beans (Mung piyali) until mung beans are slightly brown and emits good aroma. Then add toasted split mung beans   into water & soak for about 1 hr.","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/split-mung-beans-curry-sri-lanka/,https://foodcnr.com/wp-content/uploads/2017/02/Sri-Lankan-Split-Mung-Beans-Curry.jpg
Pol Sambola in a Traditional Sri Lankan Kitchen,"Pol Sambola in a Traditional Sri Lankan Kitchen,Sri Lankan recipes,must try Sri Lankan food in Sri Lanka,Food Corner recipe blog",written byAmila Gamage Wickramarachchi,"July 15, 2018",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, sri lanka",https://foodcnr.com/pol-sambola-in-a-traditional-sri-lankan-kitchen/,https://foodcnr.com/wp-content/uploads/2014/06/Coconut-chutney-Sri-Lanka.jpg
Sri Lankan Long Beans Curry / Ma Karal curry,"Long Beans curry or commonly called as Ma Karal curry is another tasty vegetable dish from Sri Lanka,Sri Lankan curry recipes from Food Corner blog.",written byAmila Gamage Wickramarachchi,"May 5, 2016",,,,,2-3,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-long-beans-curry-ma-karal-curry/,https://foodcnr.com/wp-content/uploads/2013/01/Sri-Lankan-Long-Beans-Curry-e1477295572664.jpg
Spicy Prawns in Chili Sauce,"Spicy Prawns in Chili Sauce,Sri Lankan style spicy prawn recipes,Seafood recipes, Food Corner Sri Lankan recipes,",written byAmila Gamage Wickramarachchi,"April 16, 2011",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Seafood Recipes",https://foodcnr.com/spicy-prawns-in-chili-sauce/,https://foodcnr.com/wp-content/uploads/2014/06/Spicy-Prawns-in-Chilly-Sauce5.jpg
Katta Sambola (Sri Lankan Chili Paste),"Katta Sambola (Sri Lankan Chili Paste),Katta sambola is a mix of chili,onion and salt which is a main dish of Sri Lankan Cuisine.Sri Lankan recipes online.",written byAmila Gamage Wickramarachchi,"May 5, 2016",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Sambola & Chutney Recipes",https://foodcnr.com/katta-sambola-sri-lankan-chili-paste/,https://foodcnr.com/wp-content/uploads/2016/07/Sri-Lankan-Katta-Sambola-Recipe.jpg
Sri Lankan Tomato Curry (Thakkali Curry),"Sri Lankan Tomato Curry (Thakkali Curry) is one of the Curry dishes from Sri Lanka.Vegetarian recipes from Sri Lankan recipes blog,Tomato curry for rice",written byAmila Gamage Wickramarachchi,"July 17, 2019",,,,,3,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-tomato-curry-thakkali-curry/,https://foodcnr.com/wp-content/uploads/2016/05/Tomato-curry.jpg
Spicy Chicken Curry with Curd,"Spicy Chicken Curry with Curd,Chicken curry recipes,Sri Lankan Chicken curry recipes,Sri Lankan recipes blog,Food Corner Sri Lankan food blog",written byAmila Gamage Wickramarachchi,"January 21, 2013",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Chicken Recipes",https://foodcnr.com/spicy-chicken-curry-with-curd/,https://foodcnr.com/wp-content/uploads/2016/05/Chicken-curry-sri-lanka.jpg
Sweet Potato Leaves Stir Fry (Bathala Kola Recipe),"Sweet Potato Leaves Stir Fry,Sri Lankan Bathala Kola Stir Fry recipe,Edible greens recipes Sri Lankan Style,Sri Lankan Recipe Blog",written byAmila Gamage Wickramarachchi,"August 25, 2014",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,"Wash sweet potato leaves properly.; Remove the stems which are mature or hard.Cut it coarsely and set aside to drain excess water.; Slice onion, chop garlic and keep aside.Now it is time to cook!","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Sambola & Chutney Recipes",https://foodcnr.com/sweet-potatoes-leaves-stir-fry-bathala-kola-recipe/,https://foodcnr.com/wp-content/uploads/2016/04/Sweet-Potatoes-Leaves-Stir-Fry.jpg
Sri Lankan Alu Puhul Curry – Winter Melon Curry,Alu Puhul as we call in Sri Lanka or Winter Melon/Ash gourd in English is a fruit /vegetable gives delicious curry when we cook it with Sri Lankan spices.,written byAmila Gamage Wickramarachchi,"July 15, 2018",,,,,3-4,Sri Lankan Sweets and Treats for April New Year; Red Kidney Beans Curry in Sri Lankan Style; Beetroot Carrot Mung Parippu Stir Fry; 6 Sri Lankan Food Recipes which are Easy to Cook; Sri Lankan Kiri Ala Curry (Taro Roots Curry),"Ash Gourd Curry / Alu puhul Curry; So, here is the winter melon curry recipe.Please let me know the outcome if you try it.; Ingredients: (for 3-4 servings)","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-alu-puhul-curry-winter-melon-curry/,https://foodcnr.com/wp-content/uploads/2016/01/DSC08171.jpg
Sri Lankan Coconut Sambol with Green Chili,"Sri Lankan Coconut Sambol with Green Chili,Pol sambola with amu miris,Those Sambola,Green Chili coconut sambol,Sri Lankan Recipes",written byAmila Gamage Wickramarachchi,"August 21, 2011",,,,,5,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Pickle Recipes",https://foodcnr.com/sri-lankan-coconut-sambol-with-green-chili/,https://foodcnr.com/wp-content/uploads/2015/12/DSC08501.jpg
Devilled Fish Balls,"Devilled Fish Balls recipe in Sri Lankan style,Sri Lankan recipes for devilled dishes.spicy fish balls recipe,Deval recipes,Fish balls recipes,",written byAmila Gamage Wickramarachchi,"November 7, 2012",,,,,1,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,"Slice onion & green chili into bite size pieces. Keep aside.In a bowl, mix tomato sauce, soy sauce, chili flakes and warm water together.Adjust the amount of chili flakes if you need it to be spicier or less spicy. Keep this sauce aside.In a pan, heat 2-3 teaspoons of oil. When oil is hot, add fish balls and fry well till it is cooked and slightly brown.Then add ginger garlic paste. When it starts to emit aroma, add sliced onion & chili .Mix well.Once all are mixed well, add the sauce mixture .Mix well till all combine well.Add salt & pepper as required.Serve it hot as a side or as an appetizer!; Also check this most popularChicken Devilled recipetoo.; DevilledDevilled Fish BallsFishFish ballsStir Fry","Blogging Tips, Food & Travel, Health & Fitness, Reviews, Appetizers and Snacks",https://foodcnr.com/devilled-fish-balls/,https://foodcnr.com/wp-content/uploads/2015/11/Spicy-fish-balls.jpg
Kathurumurunga Leaves Salad,Kathurumurunga leaves salad or Kathurumurunga kola saladaya is a Sri Lankan recipe of cooking this edible leaves.Sri Lankan recipes are with lot of 'salada',written byAmila Gamage Wickramarachchi,"September 7, 2017",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Salad Recipes",https://foodcnr.com/kathurumurunga-leaves-salad/,https://foodcnr.com/wp-content/uploads/2015/11/DSC08471.jpg
Sri Lankan Kos ata kalu pol curry (jackfruit seeds curry),"Sri Lankan Kos ata kalu pol curry (jackfruit seeds curry),Kos ata (Jackfruit seeds) are another healthy and delicious ingredient for Sri Lankan cooking,Truly Sri Lankan Recipes",written byAmila Gamage Wickramarachchi,"January 1, 2013",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-kos-ata-kalu-pol-curry-jackfruit-seeds-curry/,https://foodcnr.com/wp-content/uploads/2015/11/DSC06449.jpg
Sri Lankan Dhal Curry with Green Chilli-Parippu Curry,"Sri Lankan Dhal Curry with Green Chilli-Parippu Curry,Sri Lankan Recipes,Red Lentil curry,Parippu curry or dhal curry is one of the popular ways of cooking red lentils in Sri Lanka.",written byAmila Gamage Wickramarachchi,"November 19, 2015",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-dhal-curry-with-green-chilli-parippu-curry/,https://foodcnr.com/wp-content/uploads/2015/10/Mild-spicy-dhal-curry.jpg
Hall Masso and Malu Miris Stir Fry (Dried Sprats and Banana Peppers),"Hall Masso and Malu Miris Stir Fry,Dried Sprats and Banana Peppers stir fry,Truly Sri Lankan Recipes,Sri Lankan recipes site",written byAmila Gamage Wickramarachchi,"July 10, 2011",,,,,3-4,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Seafood Recipes",https://foodcnr.com/hall-masso-and-malu-miris-stir-fry-dried-sprats-and-banana-peppers/,https://foodcnr.com/wp-content/uploads/2015/08/Hal-Masso-Thel-Dala.jpg
Sri Lankan Eggplant Curry,"Eggplant Curry in Sri Lankan Style,Sri Lankan Eggplant Curry,Sri Lankan recipes,Sri Lankan food,curry recipes,vegetarian curry recipes",written byAmila Gamage Wickramarachchi,"October 7, 2011",,,,,,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-eggplant-curry/,https://foodcnr.com/wp-content/uploads/2015/07/Sri-Lankan-Brinjal-Curry-Recipe.jpg
Sri Lankan Fish Curry /Malu Kirata,"Sri Lankan Fish Curry /Malu Kirata,White fish curry ,Malu Kirata,Fish in Coconut Gravy,Sri Lankan Food Recipes,Sri Lankan baby food recipes",written byAmila Gamage Wickramarachchi,"October 1, 2012",,,,,3-4,Asian-Style Fish Curries: Traditional Techniques and Modern Adaptations; 8 Best Sri Lankan Salad Recipes to add to your Meal; The Benefits of Mindful Eating; The Best Destinations in the World for Foodies to Visit; The Top Foods To Put On Your Barbeque For The Best Taste Here In Thailand,,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Fish Recipes",https://foodcnr.com/sri-lankan-fish-curry-malu-kirata/,https://foodcnr.com/wp-content/uploads/2015/07/Malu-Kirata-recipe-Sri-Lanka.jpg
Sri Lankan Cowpea Curry with Coconut Paste,If you look for Sri Lankan recipes for cowpea or Kawpi curry then try this.This Sri Lankan Cowpea Curry with Coconut Paste is thick in gravy.,written byAmila Gamage Wickramarachchi,"November 4, 2013",,,,,3,Sri Lankan Sweets and Treats for April New Year; Red Kidney Beans Curry in Sri Lankan Style; Beetroot Carrot Mung Parippu Stir Fry; 6 Sri Lankan Food Recipes which are Easy to Cook; Sri Lankan Kiri Ala Curry (Taro Roots Curry),,"Blogging Tips, Food & Travel, Health & Fitness, Reviews, Vegetables and Pulses",https://foodcnr.com/sri-lankan-cowpea-curry-with-coconut-paste/,https://foodcnr.com/wp-content/uploads/2015/07/Blackeyed-beans-curry-recipe.jpg
